ID_Transaccion,Fecha_Hora,ID_Tarjeta,Monto,Comercio,Ubicacion_Comercio,Tipo_Transaccion,Pais_IP,Es_Fraudulenta
70,2025-02-13 19:52:17.749555,CC-2415128344,956.5605130374096,"Romero, Herrera and Torres","Rosario, Montenegro",Pago,Madagascar,0
71,2025-02-14 20:29:37.597210,CC-4659387775,502.4331994629677,"Cruz, Romero and Soria","Resistencia, Liechtenstein",Compra,República Popular Democrática de Corea,0
72,2025-01-08 14:02:01.619059,CC-7074934375,250.75202123529624,Gomez Ltd,"San Luis, Georgia",Retiro,San Marino,0
73,2025-03-21 07:46:55.142671,CC-2553327685,833.8967048447606,"Gutierrez, Caceres and Fernandez","Santa Rosa, Saint Kitts y Nevis",Compra,Rwanda,0
74,2025-02-11 20:55:57.784956,CC-8961509923,591.1082675892811,Gonzalez Inc,"San Miguel de Tucumán, Reino Unido de Gran Bretaña e Irlanda del Norte",Pago,Nueva Zelandia,0
75,2025-03-15 22:25:28.758380,CC-6989245728,60.532287876882975,Sosa-Silva,"San Salvador de Jujuy, Japón",Retiro,Timor-Leste,0
76,2025-01-31 14:42:18.479919,CC-6734540848,474.7513560768211,Sanchez-Muñoz,"San Luis, Etiopía",Compra,Ucrania,0
77,2025-01-27 13:02:37.920665,CC-5402758702,591.0576426751334,"Castro, Sanchez and Suarez","Ushuaia, Uzbekistán",Pago,Finlandia,0
78,2025-02-18 07:31:29.295685,CC-9198869111,542.4949899298762,Acosta-Perez,"Viedma, Bulgaria",Retiro,Lituania,0
79,2025-01-11 18:33:16.996838,CC-2043476634,175.02149469314395,Muñoz-Gonzalez,"San Miguel de Tucumán, Gabón",Pago,República Dominicana,0
80,2025-03-24 08:31:46.454799,CC-3390046621,600.438927209214,"Torres, Lopez and Perez","Santiago del Estero, Irán",Pago,Angola,0
81,2025-03-15 05:31:07.817039,CC-9759207799,186.54563791881898,"Martinez, Gonzalez and Paz","Bahía Blanca, Eslovaquia",Pago,Uzbekistán,0
82,2025-03-10 21:28:28.301100,CC-1555791497,789.0630120186521,"Valdez, Valdez and Diaz","San Luis, Bulgaria",Compra,Tayikistán,0
83,2025-01-27 01:42:21.053230,CC-1909463089,683.5682566565198,Diaz Inc,"Mar del Plata, Marruecos",Pago,Afganistán,0
84,2025-02-26 05:03:32.829259,CC-5376596922,176.67712000355405,"Rios, Luna and Maldonado","San Luis, Perú",Pago,Kuwait,0
85,2025-01-06 09:37:50.509382,CC-2927665141,925.7957207224988,Franco and Sons,"Santa Fe, Mauricio",Retiro,Nicaragua,0
86,2025-01-03 16:32:53.961671,CC-3806350006,990.3375260235081,Romero-Acosta,"Neuquén, Federación de Rusia",Retiro,Irán,0
87,2025-03-09 08:32:04.887784,CC-3569228036,461.5256804830461,"Luna, Ramirez and Morales","Corrientes, Malta",Compra,Panamá,0
88,2025-01-28 00:40:30.858612,CC-6732654632,40.56203990627579,"Rios, Campos and Juarez","Rawson, Argentina",Pago,El Salvador,0
89,2025-02-25 08:09:17.687322,CC-5539757359,485.70364086051876,Rojas Group,"San Salvador de Jujuy, Nauru",Compra,Suecia,0
90,2025-03-19 16:07:17.928103,CC-6724598219,233.64122948256974,Villalba-Cabrera,"Salta, Luxemburgo",Retiro,Sri Lanka,0
91,2025-02-22 19:25:06.150410,CC-2226206187,839.7604832585605,"Cardozo, Ledesma and Benitez","San Ferando del Valle de Catamarca, El Salvador",Pago,Sri Lanka,0
92,2025-02-06 09:56:05.087538,CC-4471227388,316.4469931971951,Alvarez-Lopez,"Resistencia, Italia",Retiro,El Salvador,0
93,2025-02-07 13:30:35.053469,CC-6108724153,611.1862088546065,Silva-Vargas,"Formosa, Australia",Pago,Venezuela,0
94,2025-02-20 09:45:33.009290,CC-5026722888,119.82071837983445,"Rodriguez, Caceres and Rodriguez","Mendoza, Vietman",Pago,Croacia,0
95,2025-02-03 17:24:18.803025,CC-3508337804,283.78896663982596,Lopez Inc,"Formosa, Túnez",Compra,Nueva Zelandia,0
96,2025-02-08 12:39:43.502471,CC-9266545492,814.914655170195,"Pereyra, Fernandez and Diaz","Santa Fe, Qatar",Retiro,Uzbekistán,0
97,2025-01-04 02:12:03.541775,CC-7936185428,141.98745851031507,"Vargas, Mendez and Duarte","Paraná, Papua Nueva Guinea",Retiro,Tailandia,0
98,2025-03-15 15:47:32.915187,CC-5769706329,303.64272558259603,Villalba Group,"San Juan, Chipre",Compra,Chad,0
99,2025-02-13 14:32:01.401428,CC-4322335531,282.25141384945493,Sanchez Inc,"Merlo, Costa Rica",Compra,República Árabe Siria,0
100,2025-03-01 08:21:44.350033,CC-7133739331,545.4677574760954,Guzman-Diaz,"Chilecito, Myanmar",Retiro,Omán,0
101,2025-03-16 16:16:40.988413,CC-9273667544,253.63912759087245,"Romero, Mansilla and Rodriguez","Chilecito, República Centroafricana",Retiro,República de Moldova,0
102,2025-03-04 06:18:49.893886,CC-9502898649,488.4411272447682,Castro and Sons,"Resistencia, Ucrania",Pago,Lituania,0
103,2025-02-27 01:20:19.538495,CC-4474827907,40.3211867642091,Sanchez LLC,"San Juan, Belice",Pago,Myanmar,0
104,2025-02-06 23:19:09.990449,CC-1232418471,105.59057952469352,"Luna, Molina and Fernandez","Resistencia, Camboya",Compra,Letonia,0
105,2025-01-12 15:43:21.405222,CC-4460960987,840.6679046339644,Rodriguez LLC,"Viedma, Guinea Bissau",Pago,Albania,0
106,2025-03-08 10:25:01.318113,CC-3988092898,323.43769228686693,Fernandez-Gomez,"Merlo, Namibia",Pago,República Democrática del Congo,0
107,2025-01-18 02:23:34.087556,CC-5804339958,569.0743486869579,"Diaz, Diaz and Lucero","Bahía Blanca, Gabón",Retiro,Vanuatu,0
108,2025-01-19 10:39:05.287131,CC-7277440746,350.6968905626908,Maldonado-Gonzalez,"Formosa, Paraguay",Compra,Marruecos,0
109,2025-01-18 13:02:58.466130,CC-5696435624,12.091550780924468,Gomez Ltd,"Rosario, Países Bajos",Pago,Estados Unidos de América,0
110,2025-02-25 23:12:35.703537,CC-7346597811,808.3761422812297,Cardozo-Sanchez,"Chilecito, Suiza",Pago,Brasil,0
111,2025-02-01 16:00:13.957922,CC-9125283755,192.9347294457678,"Diaz, Ramos and Vega","Santa Fe, Sudán",Pago,Brunei Darussalam,0
112,2025-02-28 04:32:46.813920,CC-7277495890,810.5774807030425,"Acosta, Cabrera and Fernandez","Córdoba, Cuba",Compra,México,0
113,2025-01-04 22:31:34.796026,CC-2853177043,370.1323990917959,"Garcia, Sanchez and Gutierrez","San Luis, Dominicana",Retiro,Barbados,0
114,2025-02-18 07:25:20.962350,CC-1627892202,202.55453462178633,Ferreyra-Ojeda,"Santa Rosa, Samoa",Retiro,Colombia,0
115,2025-01-02 17:34:59.315904,CC-7897899183,444.391780796813,Barrios-Gimenez,"La Rioja, Albania",Pago,Eslovenia,0
116,2025-02-04 00:21:52.240155,CC-1066461413,473.3000004283814,"Mendez, Vazquez and Sanchez","Córdoba, Etiopía",Retiro,Argentina,0
117,2025-01-07 18:23:46.600015,CC-6570421994,330.5002358542926,"Cabrera, Garcia and Dominguez","Bahía Blanca, República de Corea",Compra,Montenegro,0
118,2025-02-06 01:13:21.793252,CC-6285340892,897.9632289518968,"Vargas, Fernandez and Gimenez","Neuquén, Togo",Retiro,Tonga,0
119,2025-02-18 19:27:59.722008,CC-2529108853,626.0453778821127,Miranda Ltd,"Viedma, Antigua y Barbuda",Retiro,Egipto,0
120,2025-02-11 06:43:09.573792,CC-8829181024,132.67232856095205,Lopez-Flores,"Santa Rosa, Tonga",Pago,República Democrática Popular Lao,0
121,2025-03-01 21:40:15.325672,CC-2916103848,603.4182695558562,Rodriguez PLC,"Formosa, Kenya",Pago,Namibia,0
122,2025-02-15 23:48:06.721973,CC-4820370785,522.2300737251743,Carrizo-Castillo,"San Juan, Uganda",Compra,Saint Kitts y Nevis,0
123,2025-03-21 17:52:16.128488,CC-4726116491,278.16078565557655,Fernandez Inc,"San Juan, Eritrea",Compra,Noruega,0
124,2025-03-02 19:12:21.582112,CC-7251107315,759.03956778023,Gimenez-Martinez,"Santiago del Estero, República Unida de Tanzanía",Compra,Islandia,0
125,2025-02-21 18:06:54.624022,CC-1166229569,529.2463602566407,"Rodriguez, Cordoba and Medina","Ushuaia, Palau",Pago,Yemen,0
126,2025-03-09 15:02:03.619206,CC-3242132269,541.9728239801184,Leiva-Gonzalez,"Chilecito, Canadá",Retiro,Nueva Zelandia,0
127,2025-03-09 11:48:27.079485,CC-4946970248,801.9084648143456,"Martinez, Ortiz and Acuña","Merlo, Israel",Retiro,El Salvador,0
128,2025-01-10 12:49:08.386372,CC-8536676924,42.56003416367453,"Suarez, Gonzalez and Cruz","San Juan, Belarús",Pago,Armenia,0
129,2025-02-20 17:04:20.464785,CC-8950252645,77.88434949041758,Franco Group,"Viedma, Maldivas",Compra,Camboya,0
130,2025-03-19 22:36:53.954224,CC-1940461096,778.4307788154265,Caceres-Ortiz,"San Ferando del Valle de Catamarca, Venezuela",Retiro,Guinea Bissau,0
131,2025-02-07 09:11:33.045524,CC-5070662719,757.7051426290872,Olivera-Acosta,"Santa Rosa, Gabón",Retiro,Rwanda,0
132,2025-02-23 20:16:58.376264,CC-8647932830,788.5450789939852,Luna and Sons,"La Plata, Malasia",Compra,Cuba,0
133,2025-03-14 07:36:57.466867,CC-6222765318,195.34213174137162,Gimenez LLC,"Santa Fe, Sudáfrica",Retiro,El Salvador,0
134,2025-03-16 17:46:19.904488,CC-3496653852,619.6498315469785,Rodriguez-Bravo,"Río Gallegos, China",Retiro,Túnez,0
135,2025-02-19 10:26:25.635143,CC-8673907832,176.11077421368466,Alvarez-Perez,"Mendoza, Côte d'Ivoire",Compra,Portugal,0
136,2025-01-05 12:39:36.739632,CC-4742464508,214.61424043745654,Gonzalez-Vera,"Rosario, Dinamarca",Compra,Jamaica,0
137,2025-02-27 12:22:18.237355,CC-6494976246,443.46866228380003,"Fernandez, Castro and Flores","Constitución, Libia",Retiro,Estados Unidos de América,0
138,2025-03-21 10:49:44.737165,CC-9466145775,64.67460580760928,Gonzalez-Ayala,"La Plata, Sierra Leona",Compra,Namibia,0
139,2025-02-26 05:26:42.437498,CC-9497618099,650.6277328859737,Avila-Silva,"San Luis, Brasil",Retiro,India,0
140,2025-03-06 21:49:48.674101,CC-7373629635,993.1216664106965,Cordoba Ltd,"Merlo, Guinea",Retiro,Portugal,0
141,2025-01-18 21:40:49.905931,CC-4434694075,641.9103874871496,Martinez LLC,"San Salvador de Jujuy, Alemania",Compra,Suiza,0
142,2025-02-03 05:30:12.232499,CC-6827408987,430.08617198146214,Silva-Escobar,"Salta, Antigua y Barbuda",Pago,Papua Nueva Guinea,0
143,2025-02-06 11:43:26.516269,CC-1286887420,52.321434551749,Perez-Benitez,"Formosa, Guatemala",Compra,Lesotho,0
144,2025-01-09 13:05:50.580486,CC-3493578975,790.8619100850171,Gonzalez Ltd,"Santa Rosa, Santo Tomé y Príncipe",Compra,Honduras,0
145,2025-03-21 16:27:54.362096,CC-2016368363,469.19847512778375,"Diaz, Gomez and Carrizo","San Ferando del Valle de Catamarca, Kiribati",Compra,Saint Kitts y Nevis,0
146,2025-03-17 16:09:23.123275,CC-1561362384,439.58110252507845,"Fernandez, Morales and Gomez","Formosa, Santo Tomé y Príncipe",Pago,República de Macedonia del Norte,0
147,2025-02-09 19:29:50.561652,CC-5200551561,591.8457682625434,Fernandez Group,"Rosario, Benin",Compra,Namibia,0
148,2025-02-16 20:12:18.442656,CC-2396709046,219.74561989678438,Ramirez and Sons,"Mendoza, República Árabe Siria",Pago,Mali,0
149,2025-02-12 08:48:29.183258,CC-4667916135,640.5500031883635,Sosa Group,"Salta, Jamaica",Retiro,Bhután,0
150,2025-02-22 07:56:39.640511,CC-9811075906,163.38812728177385,Godoy-Peralta,"San Salvador de Jujuy, Gabón",Compra,Guatemala,0
151,2025-01-16 11:16:05.884768,CC-5853401752,630.7555510877294,Fernandez Ltd,"San Miguel de Tucumán, España",Compra,India,0
152,2025-02-15 15:01:09.452230,CC-9265125656,571.2240190018117,Rios-Diaz,"Santiago del Estero, República Centroafricana",Compra,Polonia,0
153,2025-01-05 04:03:58.254120,CC-9786570735,949.1403613443991,Fernandez Ltd,"La Plata, Brunei Darussalam",Pago,Iraq,0
154,2025-03-18 17:26:30.610987,CC-2793745570,619.2942212488314,"Soria, Cordoba and Sanchez","Río Gallegos, Argelia",Retiro,Mali,0
155,2025-02-19 11:52:38.463353,CC-2991539647,808.4282350681965,"Lopez, Perez and Romero","Ushuaia, Etiopía",Pago,Venezuela,0
156,2025-02-25 14:11:00.467473,CC-6692102523,902.9468321388803,Garcia-Gutierrez,"San Juan, Egipto",Compra,Rwanda,0
157,2025-01-11 07:52:29.249709,CC-7724163862,592.3584858635454,Sanchez LLC,"San Juan, Kirguistán",Retiro,Estonia,0
158,2025-02-14 10:59:39.756433,CC-3412412853,42.064038598383355,Carrizo and Sons,"La Plata, Luxemburgo",Pago,Sudán del Sur,0
159,2025-03-10 18:20:05.757889,CC-6318678369,881.8873958342147,Lopez-Cordoba,"Constitución, Kuwait",Pago,Tayikistán,0
160,2025-01-14 09:30:07.799591,CC-6044204753,879.4242597539742,Martinez-Moreno,"La Rioja, Bhután",Compra,Bangladesh,0
161,2025-02-21 10:16:42.084129,CC-1838710758,712.7422238552172,Sanchez PLC,"Salta, Afganistán",Pago,Brasil,0
162,2025-02-24 15:44:03.433086,CC-6171002447,738.5357387955663,Ruiz-Acosta,"La Rioja, Guyana",Pago,Chad,0
163,2025-01-28 17:02:11.850514,CC-6262962225,304.69860953725737,"Olivera, Ledesma and Garcia","San Juan, Mónaco",Compra,Sudán,0
164,2025-03-16 08:45:08.138711,CC-2752809497,890.2094451963666,"Gomez, Garcia and Medina","Chilecito, Honduras",Compra,Irlanda,0
165,2025-01-20 23:57:28.938024,CC-5078181059,484.67695157397173,Rojas and Sons,"La Rioja, Burkina Faso",Retiro,Guinea Bissau,0
166,2025-03-05 05:03:44.511550,CC-4005284488,731.7494673656943,Herrera-Diaz,"La Plata, Bosnia y Herzegovina",Compra,Botswana,0
167,2025-03-16 11:30:24.767020,CC-6621732993,708.5032841138225,Gomez-Coronel,"La Plata, Uruguay",Compra,Zimbabwe,0
168,2025-02-02 15:59:15.552082,CC-9928846307,159.088991496075,Lopez-Rodriguez,"San Juan, Sudáfrica",Compra,República Árabe Siria,0
169,2025-01-29 15:35:07.831373,CC-9826356777,541.5631483858698,Cardozo and Sons,"Córdoba, Niger",Compra,Liechtenstein,0
170,2025-03-15 06:36:38.979113,CC-3398822556,81.51147325763473,Pereyra-Flores,"Rosario, Ecuador",Compra,Timor-Leste,0
171,2025-02-28 22:19:16.188477,CC-6791685363,955.0972193047819,Gomez LLC,"Córdoba, Barbados",Retiro,Camboya,0
172,2025-01-13 22:05:34.082854,CC-1508208060,163.02871512179613,"Ruiz, Martinez and Rodriguez","Corrientes, Letonia",Compra,Irán,0
173,2025-03-17 16:17:54.052015,CC-2296987817,13.301587068310457,"Coronel, Mendez and Escobar","Rawson, Uzbekistán",Compra,Samoa,0
174,2025-01-14 07:21:02.876628,CC-2485681596,225.34956541936094,"Roldan, Quiroga and Ledesma","La Plata, San Marino",Compra,República Árabe Siria,0
175,2025-02-27 08:45:17.258792,CC-5311581407,483.9492226328753,Lopez-Fernandez,"La Plata, República Unida de Tanzanía",Pago,México,0
176,2025-02-03 04:35:41.188290,CC-3337797910,510.92875635323657,Diaz Inc,"Paraná, Barbados",Compra,Bahamas,0
177,2025-02-04 10:25:26.444106,CC-4806533273,64.92658727902908,Garcia and Sons,"Salta, República Democrática del Congo",Retiro,Jamaica,0
178,2025-02-15 04:43:04.465872,CC-1787467933,462.3646907050799,"Sosa, Velazquez and Sosa","Constitución, República Democrática Popular Lao",Compra,Sierra Leona,0
179,2025-03-20 22:12:29.682342,CC-1795479105,393.5024137068439,Vazquez PLC,"Ushuaia, Federación de Rusia",Compra,Bélgica,0
180,2025-03-09 10:31:15.425659,CC-7092520709,737.1527586493785,Franco-Carrizo,"Chilecito, Iraq",Retiro,Somalia,0
181,2025-01-11 20:29:40.045841,CC-4831651786,170.68816302195856,"Fernandez, Soto and Cardozo","Paraná, República de Macedonia del Norte",Pago,Bolivia,0
182,2025-02-11 22:33:58.587933,CC-6148520718,944.963202491245,Maldonado PLC,"Rawson, Bosnia y Herzegovina",Pago,Guyana,0
183,2025-03-08 20:46:03.274287,CC-1577728815,73.50498311097519,"Ramos, Perez and Hernandez","San Juan, República Árabe Siria",Retiro,Malawi,0
184,2025-01-14 00:54:29.283314,CC-4650765821,988.221123478214,Gomez Ltd,"Neuquén, Australia",Pago,Islandia,0
185,2025-01-25 13:56:11.619100,CC-3448670802,457.67878384864207,"Dominguez, Miranda and Silva","Constitución, Rwanda",Compra,Ecuador,0
186,2025-02-21 04:47:47.429515,CC-5657314742,586.6993993635326,Guzman-Maidana,"Paraná, Bangladesh",Compra,Uganda,0
187,2025-01-16 00:15:28.968610,CC-5933038279,981.2676623889255,Mendoza Inc,"Viedma, Costa Rica",Retiro,Angola,0
188,2025-02-01 03:54:35.684391,CC-7205829663,315.8493095632878,Sosa-Fernandez,"Santiago del Estero, Estados Unidos de América",Retiro,México,0
189,2025-01-08 06:38:34.440201,CC-5788390759,709.8884924426975,Gonzalez Inc,"Santa Fe, Sudáfrica",Compra,San Marino,0
190,2025-02-24 13:14:26.180270,CC-6184950721,142.85613062272316,Guzman PLC,"Paraná, Israel",Compra,Qatar,0
