ID_Transaccion,Fecha_Hora,ID_Tarjeta,Monto,Comercio,Ubicacion_Comercio,Tipo_Transaccion,Pais_IP,Es_Fraudulenta
37,2025-01-08 06:31:45.052208,CC-5683690225,414.8418804789385,Moyano-Gonzalez,"Córdoba, Trinidad y Tabago",Retiro,Tuvalu,0
38,2025-03-05 11:05:54.283848,CC-7644572867,654.1541960788993,"Muñoz, Guzman and Acosta","Viedma, Panamá",Retiro,Sudán,0
39,2025-01-13 15:44:29.090356,CC-9130082423,241.38854869774457,"Guzman, Paz and Ferreyra","La Plata, China",Compra,Túnez,0
40,2025-01-28 17:43:18.203336,CC-5616099657,754.9423887381708,Velazquez-Chavez,"Salta, Malawi",Pago,Burkina Faso,0
41,2025-02-03 15:17:18.918972,CC-2745865361,668.8858609251599,"Pereyra, Alvarez and Martinez","Rosario, Gambia",Pago,Jamaica,0
42,2025-01-07 07:19:44.011725,CC-1917039993,582.5532910358812,Gomez-Castro,"Formosa, Mozambique",Retiro,Bulgaria,0
43,2025-01-04 14:53:56.727256,CC-5343437577,69.2603548667465,Gomez Group,"Comodoro Rivadavia, India",Retiro,Bahamas,0
44,2025-03-19 15:35:12.013438,CC-5985955611,140.40839268978291,Gomez-Ayala,"Río Gallegos, Letonia",Pago,Liechtenstein,0
45,2025-02-09 06:13:00.452515,CC-7794272322,316.96879183735416,Godoy-Peralta,"Formosa, Eslovaquia",Retiro,Uganda,0
46,2025-01-31 02:30:55.649793,CC-4010628473,453.02259230618995,Gimenez-Villalba,"La Rioja, Singapur",Compra,Benin,0
47,2025-01-01 15:40:28.853032,CC-8608247196,667.5643234684921,"Navarro, Fernandez and Diaz","Rawson, Vanuatu",Pago,Lesotho,0
48,2025-03-06 12:55:53.589290,CC-2108663090,26.818022229171678,"Quiroga, Sosa and Ruiz","Ushuaia, Santa Lucía",Retiro,Luxemburgo,0
49,2025-03-23 14:14:06.610678,CC-3168958516,853.0406763017215,Herrera Group,"Mendoza, Islas Marshall",Retiro,Togo,0
50,2025-03-19 22:34:23.602223,CC-3854465098,773.7725923934822,Fernandez-Navarro,"Bahía Blanca, San Marino",Compra,Tuvalu,0
51,2025-03-10 22:11:52.537637,CC-3761208629,146.04499311679538,"Carrizo, Gimenez and Maldonado","La Plata, Chile",Retiro,Liberia,0
52,2025-03-15 23:21:42.727711,CC-6079148537,139.395090382544,Farias-Lopez,"Merlo, Antigua y Barbuda",Retiro,Sudán,0
53,2025-02-13 20:29:32.024469,CC-7154039101,374.44035617400505,Romero-Ramos,"San Luis, Nueva Zelandia",Pago,Nigeria,0
54,2025-01-08 08:30:13.773720,CC-7234690364,559.331261412693,Cabrera and Sons,"Santa Fe, Países Bajos",Pago,Costa Rica,0
55,2025-01-16 21:02:46.943937,CC-8914972445,482.30090716707065,"Gomez, Avila and Gonzalez","Formosa, Emiratos Árabes Unidos",Retiro,Côte d'Ivoire,0
56,2025-03-08 16:45:05.423294,CC-8154644068,432.44234290988294,Gutierrez-Gonzalez,"San Salvador de Jujuy, Japón",Pago,Belarús,0
57,2025-01-04 16:10:26.585675,CC-8053573091,232.67588059964842,Acosta and Sons,"Bahía Blanca, Bhután",Pago,Andorra,0
58,2025-02-01 09:25:05.137812,CC-9554537737,457.88410430531536,"Duarte, Cabrera and Gomez","Río Gallegos, Burundi",Pago,Suriname,0
59,2025-02-06 15:55:29.796248,CC-2145001210,675.449157109922,"Romero, Ledesma and Cabrera","San Miguel de Tucumán, Vanuatu",Pago,Uruguay,0
60,2025-03-04 17:35:16.928729,CC-6042026436,266.72058590309825,Medina Inc,"Río Gallegos, Polonia",Pago,Guatemala,0
61,2025-01-21 01:16:44.005707,CC-1852562739,303.5067375053632,"Benitez, Gonzalez and Ruiz","Santiago del Estero, Lesotho",Compra,Japón,0
62,2025-02-27 15:37:11.652869,CC-7534856576,754.3978936936546,Lopez and Sons,"Santiago del Estero, Gambia",Pago,San Vicente y las Granadinas,0
63,2025-02-12 01:01:30.757560,CC-5477576248,746.3637167714255,"Carrizo, Rodriguez and Soto","La Rioja, Somalia",Pago,Perú,0
64,2025-02-10 19:42:39.900507,CC-9445090115,290.4478933235167,Alvarez-Bravo,"San Miguel de Tucumán, Alemania",Retiro,Bélgica,0
65,2025-03-23 05:00:38.862818,CC-2044071767,896.2045259809523,Ledesma-Rivero,"San Juan, Tuvalu",Compra,Estados Unidos de América,0
66,2025-01-20 17:12:23.230808,CC-4682712987,904.1661278271816,"Pereyra, Gonzalez and Muñoz","Corrientes, Bélgica",Compra,Eritrea,0
67,2025-02-23 13:33:27.196073,CC-8780282325,488.6286788084487,Garcia LLC,"San Juan, Bolivia",Retiro,Antigua y Barbuda,0
68,2025-01-29 00:01:59.125072,CC-6588057959,488.5417777494848,Gonzalez and Sons,"Santa Fe, Gabón",Retiro,Belarús,0
69,2025-01-22 01:17:41.900220,CC-7487136154,40.3218218124488,"Figueroa, Gonzalez and Vera","Santa Fe, Países Bajos",Pago,Swazilandia,0
70,2025-01-03 11:08:45.150843,CC-9920355640,358.7422806539805,Suarez-Navarro,"Mar del Plata, Tailandia",Retiro,Sierra Leona,0
71,2025-03-16 03:54:31.052130,CC-1029061987,969.4577654417243,Roldan-Torres,"Santiago del Estero, República de Moldova",Pago,Iraq,0
72,2025-01-29 08:56:10.770839,CC-5859481596,282.6783799280609,"Martin, Escobar and Maidana","Santiago del Estero, Islas Salomón",Retiro,Gabón,0
73,2025-01-29 02:59:04.144626,CC-4153164362,450.7320874061782,Aguirre-Herrera,"San Juan, Emiratos Árabes Unidos",Compra,Maldivas,0
74,2025-01-09 20:22:54.370236,CC-3408556742,328.493686722012,Moyano-Gonzalez,"Santa Rosa, Georgia",Retiro,Botswana,0
75,2025-01-06 10:37:31.823261,CC-1627923874,908.7029121786088,Rojas Ltd,"Salta, Bélgica",Compra,Burkina Faso,0
76,2025-02-12 22:45:10.320167,CC-9353013476,352.75515818308685,"Aguero, Godoy and Garcia","Merlo, Malasia",Retiro,Burkina Faso,0
77,2025-02-16 19:25:42.764269,CC-1420562348,603.5468470708714,"Suarez, Alvarez and Romero","Merlo, Qatar",Compra,Gabón,0
78,2025-01-26 11:33:30.531350,CC-3383986789,240.52016471017407,"Gimenez, Figueroa and Gonzalez","Santa Rosa, Lituania",Retiro,Bulgaria,0
79,2025-02-11 23:53:46.027055,CC-5735596496,193.949753573887,"Morales, Fernandez and Blanco","Córdoba, Zambia",Compra,Belice,0
80,2025-03-10 14:24:14.420706,CC-8911096109,963.5892321199422,Vargas-Martin,"La Rioja, Sudáfrica",Compra,Zambia,0
81,2025-03-20 11:05:15.488674,CC-4803078334,872.9521019450289,Peralta Ltd,"Corrientes, Croacia",Compra,Estados Unidos de América,0
82,2025-01-08 23:35:34.547627,CC-7220040288,332.4922956248877,Cabrera Ltd,"Constitución, República Árabe Siria",Compra,Uganda,0
83,2025-01-11 15:08:31.039264,CC-5212558374,673.7281998321935,Ayala and Sons,"Rawson, Bosnia y Herzegovina",Pago,Bahrein,0
84,2025-02-16 01:10:59.177536,CC-5016880192,442.93461371190915,Duarte-Diaz,"Resistencia, Reino Unido de Gran Bretaña e Irlanda del Norte",Compra,Mauricio,0
85,2025-02-13 23:41:42.045774,CC-2639605214,993.1025182729991,Sosa and Sons,"Rosario, Bahamas",Pago,Chile,0
86,2025-03-18 15:03:43.926456,CC-5058279189,373.85009039460743,"Medina, Gonzalez and Vera","Salta, Libia",Pago,Cabo Verde,0
87,2025-02-01 11:15:07.918948,CC-2171509368,179.77186515735562,"Torres, Hernandez and Benitez","Merlo, Irán",Pago,Namibia,0
88,2025-02-23 20:42:08.178098,CC-8606507972,725.2845247934239,Alvarez Inc,"Ushuaia, India",Compra,Ghana,0
89,2025-03-24 08:30:16.620574,CC-4392900540,263.8960203649558,Gonzalez LLC,"La Plata, Serbia",Retiro,Yemen,0
90,2025-02-02 14:24:17.148345,CC-5890380143,37.84115430562124,Lopez Ltd,"Río Gallegos, Kuwait",Compra,Reino Unido de Gran Bretaña e Irlanda del Norte,0
91,2025-01-21 22:27:05.037739,CC-9628246066,48.2338135147485,Garcia Group,"Merlo, Guyana",Pago,Grecia,0
92,2025-03-13 10:27:15.219023,CC-7759144341,410.6552401646983,Ojeda Group,"San Luis, Argelia",Pago,Seychelles,0
93,2025-02-18 01:43:16.614155,CC-4256264110,667.5440591910733,Rios-Maldonado,"Córdoba, Togo",Compra,Costa Rica,0
94,2025-02-14 07:47:59.393621,CC-9705433344,121.95657832810856,Gonzalez Group,"Neuquén, República de Moldova",Compra,Reino Unido de Gran Bretaña e Irlanda del Norte,0
95,2025-02-14 23:23:10.919894,CC-1182182161,395.16523684065703,Mansilla LLC,"Corrientes, Kuwait",Pago,Ucrania,0
96,2025-02-21 21:28:42.621514,CC-7442478778,821.2745587088601,"Romero, Leiva and Muñoz","Neuquén, Bulgaria",Pago,Kirguistán,0
97,2025-01-14 09:55:50.209883,CC-7586025681,981.3222070747627,"Peralta, Ruiz and Rodriguez","Rawson, India",Retiro,Italia,0
98,2025-01-04 01:55:56.196792,CC-2050364278,861.5929478369738,Rodriguez and Sons,"Río Gallegos, República Checa",Pago,República de Corea,0
99,2025-01-24 00:41:35.300200,CC-5345479624,878.1604051259649,Herrera-Ferreyra,"San Salvador de Jujuy, Albania",Compra,República Árabe Siria,0
100,2025-02-11 03:07:00.657751,CC-9901126810,905.2839965451815,Avila-Soto,"Santiago del Estero, San Vicente y las Granadinas",Retiro,India,0
101,2025-03-08 06:49:49.882743,CC-2596914147,667.9702229672504,"Garcia, Diaz and Vega","San Salvador de Jujuy, Benin",Pago,Ucrania,0
102,2025-03-04 13:38:52.291325,CC-8563069854,305.4547618923376,Pereyra PLC,"Posadas, Jordania",Retiro,Islas Marshall,0
103,2025-02-23 20:29:19.828320,CC-8109942784,715.9885974885487,"Garcia, Gonzalez and Vargas","Posadas, Hungría",Compra,Iraq,0
104,2025-02-14 13:05:04.950796,CC-5836809935,354.96674542107644,Peralta LLC,"Posadas, Palau",Pago,Islas Marshall,0
105,2025-02-11 01:07:08.187166,CC-7852944759,712.2471762559494,Lucero-Flores,"Viedma, Timor-Leste",Pago,Burundi,0
106,2025-02-01 13:59:42.227806,CC-4437893985,962.6099182956093,"Maidana, Gimenez and Ponce","Bahía Blanca, Federación de Rusia",Retiro,Bhután,0
107,2025-01-30 15:23:40.024497,CC-1635039892,430.61256074366804,Lopez PLC,"Posadas, Mongolia",Retiro,Malawi,0
108,2025-01-11 23:00:16.971388,CC-3909916025,797.4270191578811,Gonzalez LLC,"San Juan, Côte d'Ivoire",Compra,Mongolia,0
109,2025-02-02 21:56:36.119761,CC-6919084258,488.4593570596379,"Correa, Mansilla and Gonzalez","Santa Rosa, Malawi",Pago,Botswana,0
110,2025-03-05 03:11:11.131337,CC-2355106946,769.8249531221959,"Ojeda, Rios and Rodriguez","Santa Fe, Azerbaiyán",Retiro,Alemania,0
111,2025-02-23 07:33:29.809952,CC-2324692026,47.41990725411402,Rodriguez-Garcia,"Santiago del Estero, República Checa",Retiro,Ghana,0
112,2025-02-04 14:58:44.263657,CC-7603669275,765.8198334306709,Gomez Group,"Paraná, Hungría",Pago,República Árabe Siria,0
113,2025-03-14 22:44:19.240280,CC-7598580424,306.1625884705217,Godoy-Diaz,"Posadas, Georgia",Retiro,Kazajstán,0
114,2025-01-12 07:55:29.366685,CC-2879481448,528.9217672791489,Martinez-Pereyra,"Santa Rosa, Antigua y Barbuda",Compra,Haití,0
115,2025-01-17 06:36:43.431714,CC-5632237298,272.05378072224727,Castillo Ltd,"San Juan, Belice",Retiro,Barbados,0
116,2025-02-25 00:00:54.649716,CC-4953859692,288.20558771739644,Herrera Ltd,"San Juan, Tuvalu",Pago,Perú,0
117,2025-03-18 14:49:56.741012,CC-7637679456,798.046337066337,"Lopez, Ramirez and Velazquez","Formosa, Sudáfrica",Retiro,Suecia,0
118,2025-01-08 06:26:04.338664,CC-6719599903,685.9074939159581,"Fernandez, Flores and Gimenez","Río Gallegos, Barbados",Pago,Cabo Verde,0
119,2025-01-28 10:28:54.616701,CC-9302570206,777.1085658158681,Cabrera Group,"Constitución, Ghana",Compra,Myanmar,0
120,2025-03-19 17:07:21.607286,CC-8653392472,323.1851149464917,Ramirez Ltd,"Posadas, Brunei Darussalam",Compra,Arabia Saudita,0
121,2025-01-26 16:48:06.095939,CC-9681544344,596.3975436520764,"Fernandez, Carrizo and Olivera","Comodoro Rivadavia, Iraq",Compra,Niger,0
122,2025-03-01 00:26:57.418153,CC-2042055731,722.460359468675,"Fernandez, Navarro and Gonzalez","Córdoba, Mozambique",Compra,Nueva Zelandia,0
123,2025-01-31 22:22:06.160359,CC-7420934752,417.2510075785237,Godoy Inc,"Salta, Samoa",Compra,Nauru,0
124,2025-01-30 22:47:32.540079,CC-9086407971,627.8402360581731,Peralta-Suarez,"Formosa, Chile",Retiro,Jordania,0
125,2025-02-27 12:59:17.339019,CC-3589315743,19.496627527962413,Juarez Group,"La Rioja, Georgia",Retiro,Suecia,0
126,2025-01-16 08:18:02.736750,CC-4497029927,951.0783090687029,"Escobar, Quiroga and Gutierrez","San Salvador de Jujuy, Guatemala",Retiro,San Vicente y las Granadinas,0
127,2025-01-13 17:19:12.577092,CC-6438177154,97.1642911716838,Acuña-Pereyra,"Resistencia, Egipto",Compra,República Dominicana,0
128,2025-01-29 20:25:03.441771,CC-6531968437,57.425058374962106,"Gonzalez, Rodriguez and Silva","Posadas, Kiribati",Compra,Finlandia,0
129,2025-02-05 14:30:51.492880,CC-4986532387,94.18444146039768,Muñoz-Medina,"Ushuaia, Islandia",Compra,Pakistán,0
130,2025-01-11 01:18:09.620149,CC-9070572635,455.59001630612977,Avila Ltd,"Resistencia, Congo",Retiro,Afganistán,0
131,2025-01-16 15:15:42.478234,CC-6901646173,460.089868004087,Molina-Maidana,"Paraná, Liberia",Retiro,Islas Marshall,0
132,2025-03-20 09:20:21.134655,CC-4339296890,227.55187178438044,Sosa and Sons,"Corrientes, Alemania",Compra,Omán,0
133,2025-02-01 03:56:44.272322,CC-7294011059,895.9983725051541,Miranda-Molina,"San Miguel de Tucumán, Marruecos",Retiro,Burundi,0
134,2025-02-22 01:08:02.667761,CC-9540007872,263.4490713659872,"Franco, Martinez and Ojeda","Corrientes, Pakistán",Compra,Bélgica,0
135,2025-03-05 04:38:49.031183,CC-1566559914,720.0182942091923,Figueroa PLC,"Neuquén, Somalia",Compra,Botswana,0
136,2025-02-01 11:13:34.540975,CC-9689413687,748.7449278258766,Martinez Inc,"San Juan, Irán",Compra,Chile,0
137,2025-01-21 13:19:12.890245,CC-4975432499,326.04042871077183,Vargas Ltd,"Resistencia, Uzbekistán",Retiro,Letonia,0
138,2025-01-15 00:14:53.294352,CC-6916647327,855.904203253648,Rodriguez-Muñoz,"Santiago del Estero, Etiopía",Retiro,Suriname,0
139,2025-01-17 21:21:37.034591,CC-4495453536,53.54126524674234,"Fernandez, Martinez and Medina","Formosa, Colombia",Compra,Vietman,0
140,2025-01-25 21:55:43.622041,CC-9841221085,412.3142963043842,"Caceres, Rojas and Gonzalez","Córdoba, Guyana",Retiro,Sudán del Sur,0
141,2025-03-21 13:32:24.368608,CC-1615273847,131.30357285570412,Castro-Romero,"Formosa, Francia",Pago,Islas Salomón,0
142,2025-02-08 22:46:25.677068,CC-6862084773,14.783361837632636,"Muñoz, Carrizo and Castro","Bahía Blanca, Timor-Leste",Compra,Estonia,0
143,2025-03-03 20:11:21.326513,CC-4642405638,758.7322233545818,Rodriguez-Martinez,"La Rioja, República de Corea",Retiro,Reino Unido de Gran Bretaña e Irlanda del Norte,0
144,2025-03-15 18:24:54.562929,CC-2749117756,95.51338138179372,Quiroga Ltd,"Santa Fe, Sri Lanka",Compra,Brunei Darussalam,0
145,2025-01-25 23:45:21.345111,CC-4936441811,974.4684668785603,Garcia and Sons,"Ushuaia, Mongolia",Retiro,Portugal,0
146,2025-02-12 13:02:42.503736,CC-6088026565,615.135479436936,"Vera, Herrera and Rodriguez","Rawson, Chipre",Compra,República Democrática del Congo,0
147,2025-03-01 16:10:01.778336,CC-7152805472,464.17176905677076,"Suarez, Torres and Herrera","Corrientes, Gabón",Compra,Dominicana,0
148,2025-02-13 03:14:44.994081,CC-6505908529,864.4244816763296,"Navarro, Aguero and Carrizo","Neuquén, Eslovaquia",Compra,Liechtenstein,0
149,2025-02-01 03:09:19.415605,CC-4384757968,491.0300876934278,"Fernandez, Lopez and Gomez","Constitución, Saint Kitts y Nevis",Pago,Turquía,0
150,2025-03-12 22:13:12.234033,CC-9065085531,962.6527039319121,"Cabrera, Martinez and Guzman","San Juan, República Checa",Retiro,Camerún,0
151,2025-03-21 02:50:39.466998,CC-3488518281,321.76611824232396,Vargas-Muñoz,"Paraná, Omán",Compra,Palau,0
152,2025-03-20 15:07:35.429490,CC-1653149069,618.0142996297253,Benitez-Rodriguez,"La Rioja, Suriname",Compra,Turkmenistán,0
153,2025-03-22 13:38:53.881464,CC-7683839571,814.7350879952041,Cardozo-Ferreyra,"Santa Fe, Brasil",Retiro,República Centroafricana,0
154,2025-02-14 13:59:48.356650,CC-8856727888,828.0209511206263,Gonzalez Group,"San Juan, Suriname",Retiro,Belarús,0
155,2025-03-13 15:21:39.550823,CC-9477635047,237.07247078380712,Nuñez-Romero,"San Ferando del Valle de Catamarca, Libia",Compra,Guyana,0
156,2025-03-23 20:11:10.920641,CC-4665885598,444.2820836468611,Leiva LLC,"Santiago del Estero, Paraguay",Compra,Guinea Ecuatorial,0
157,2025-01-03 23:00:54.052823,CC-6685939109,675.9235975459125,"Escobar, Rivero and Ponce","Resistencia, Chad",Compra,Burundi,0
158,2025-02-15 08:32:24.076567,CC-9386259611,996.2153632235794,Gutierrez LLC,"Posadas, Egipto",Pago,San Vicente y las Granadinas,0
159,2025-02-13 10:56:46.699228,CC-6828040381,509.1455463315529,"Ortiz, Rodriguez and Ortiz","Constitución, Andorra",Pago,Santa Lucía,0
160,2025-02-08 19:22:17.727896,CC-7114834515,439.5994577004108,"Moyano, Quiroga and Gonzalez","Formosa, Chile",Retiro,Noruega,0
161,2025-03-05 10:47:23.308776,CC-2365947374,191.0545008490345,"Sanchez, Sosa and Herrera","Córdoba, Sri Lanka",Compra,Antigua y Barbuda,0
162,2025-02-25 09:19:10.189556,CC-5909245053,546.8051708516888,Castillo LLC,"San Miguel de Tucumán, Barbados",Compra,Dominicana,0
163,2025-02-25 22:18:21.352016,CC-6507062392,355.5056503599245,Ledesma and Sons,"Mar del Plata, Azerbaiyán",Compra,Nicaragua,0
164,2025-01-10 18:22:40.697945,CC-6845034985,950.1451616494151,Castro LLC,"San Salvador de Jujuy, Costa Rica",Retiro,Mali,0
165,2025-03-08 07:14:54.315612,CC-7497563012,768.4141910075584,"Ruiz, Aguero and Ruiz","Viedma, República Federal Democrática de Nepal",Pago,Bangladesh,0
166,2025-01-07 16:08:53.756294,CC-2413299886,892.6224573557977,Mendoza-Gonzalez,"Salta, Tailandia",Compra,Guyana,0
167,2025-01-24 02:04:50.871238,CC-9202222354,937.9512381246786,"Gonzalez, Sanchez and Rodriguez","San Juan, España",Compra,Nicaragua,0
168,2025-02-27 20:10:23.104535,CC-1602525634,767.9771476513199,"Velazquez, Chavez and Gomez","Constitución, Polonia",Pago,Reino Unido de Gran Bretaña e Irlanda del Norte,0
169,2025-03-11 05:57:41.290694,CC-6835949161,736.981834236225,"Cardozo, Olivera and Caceres","Córdoba, Mónaco",Compra,Perú,0
170,2025-02-13 14:26:32.201022,CC-5034130789,697.4260482132752,Castillo-Morales,"Santa Fe, Malta",Compra,Tonga,0
171,2025-03-12 15:41:08.102500,CC-7227675178,630.6896812756727,"Garcia, Martinez and Vargas","Salta, Maldivas",Pago,Colombia,0
172,2025-01-04 00:33:37.452756,CC-2485321084,276.86224485854956,Maidana-Cruz,"Santiago del Estero, Bulgaria",Compra,México,0
173,2025-03-04 07:49:20.766685,CC-4333644457,147.8732634751486,Lopez and Sons,"Constitución, Dominicana",Pago,República Popular Democrática de Corea,0
174,2025-01-29 05:44:54.720315,CC-3533813637,187.14414906125475,"Rodriguez, Rodriguez and Farias","San Salvador de Jujuy, Malasia",Compra,Suriname,0
175,2025-01-20 06:00:14.320774,CC-3397872576,665.7756298860226,"Gimenez, Castro and Gomez","San Salvador de Jujuy, India",Retiro,Alemania,0
176,2025-02-15 19:13:37.488190,CC-7902288242,373.9021881580307,"Vazquez, Barrios and Gonzalez","Mar del Plata, Guinea Bissau",Retiro,República Checa,0
177,2025-03-19 08:41:51.860463,CC-2876020990,198.72510561981684,"Blanco, Ramos and Sosa","San Salvador de Jujuy, Filipinas",Compra,Namibia,0
178,2025-02-06 04:16:22.570159,CC-4331585951,746.3850398233662,Escobar-Castillo,"Paraná, El Salvador",Pago,República de Macedonia del Norte,0
179,2025-01-23 03:45:20.711140,CC-9550883166,382.3489283642054,"Fernandez, Silva and Avila","San Ferando del Valle de Catamarca, Belarús",Retiro,Indonesia,0
180,2025-03-20 20:01:13.618550,CC-6997810596,818.5937817862674,Sosa-Paez,"Neuquén, Brunei Darussalam",Compra,Eritrea,0
181,2025-03-13 02:57:47.417352,CC-8777385105,958.8589118172825,"Mansilla, Pereyra and Medina","Formosa, Dinamarca",Compra,Sri Lanka,0
182,2025-02-10 21:06:08.121067,CC-5518001002,867.3647426108521,Sanchez LLC,"San Miguel de Tucumán, Grecia",Retiro,Bolivia,0
183,2025-02-23 02:47:28.508451,CC-8783052410,319.5161796310394,Gomez PLC,"Santiago del Estero, Kazajstán",Pago,República Centroafricana,0
184,2025-02-18 22:48:14.587340,CC-5904292907,582.8848036640537,Aguirre-Garcia,"Viedma, Países Bajos",Pago,Santo Tomé y Príncipe,0
185,2025-01-27 23:04:15.124737,CC-4382157735,263.9395946607866,"Alvarez, Rojas and Gonzalez","Constitución, República de Corea",Pago,Chipre,0
186,2025-02-26 01:01:45.569180,CC-2195288072,155.89858406645072,"Ponce, Gonzalez and Gomez","Santa Rosa, Trinidad y Tabago",Pago,Filipinas,0
187,2025-03-01 01:44:46.727147,CC-1375419662,94.81607123087088,Cruz-Diaz,"Constitución, Suecia",Pago,Brasil,0
188,2025-01-17 15:14:28.880788,CC-5138103434,337.44950827248795,Gonzalez Inc,"Resistencia, Bosnia y Herzegovina",Pago,Sierra Leona,0
