ID_Transaccion,Fecha_Hora,ID_Tarjeta,Monto,Comercio,Ubicacion_Comercio,Tipo_Transaccion,Pais_IP,Es_Fraudulenta
22,2025-02-09 14:07:43.329735,CC-1654966415,942.3010849047757,Navarro-Franco,"La Plata, República Popular Democrática de Corea",Compra,Dominicana,0
23,2025-03-09 07:02:27.614612,CC-8009043940,901.5662254166178,Martinez LLC,"Bahía Blanca, Zimbabwe",Pago,República Dominicana,0
24,2025-02-12 00:24:39.950996,CC-9375209300,312.79813796653633,Martinez LLC,"Constitución, Ghana",Compra,Rumania,0
25,2025-02-03 05:27:10.740027,CC-2341478060,945.368748948487,Ruiz-Gonzalez,"La Plata, Honduras",Compra,Sudáfrica,0
26,2025-01-19 16:38:09.027323,CC-4641852700,253.10080239556382,Maldonado-Cordoba,"San Salvador de Jujuy, Islas Salomón",Retiro,Bolivia,0
27,2025-03-09 10:14:55.902117,CC-3739253939,773.9676461453815,Gonzalez Inc,"Merlo, Bolivia",Compra,Camboya,0
28,2025-01-11 20:16:49.425233,CC-1201958869,279.04647950287733,"Maidana, Cruz and Moyano","San Luis, Estonia",Pago,Malasia,0
29,2025-01-31 09:59:35.729808,CC-5007047198,643.1535404839437,Ramos-Lopez,"La Plata, Burundi",Compra,Pakistán,0
30,2025-02-18 15:58:46.010826,CC-1086681069,748.3760423564496,Maidana-Roldan,"Paraná, Iraq",Pago,Etiopía,0
31,2025-01-01 18:59:04.535200,CC-9804793653,272.7847519067534,"Fernandez, Muñoz and Castillo","Resistencia, Tonga",Retiro,Lituania,0
32,2025-03-02 13:36:10.915147,CC-2201491496,159.9918672490824,Ferreyra-Fernandez,"Santa Fe, Omán",Retiro,Mónaco,0
33,2025-01-03 02:19:09.634369,CC-1552990387,970.886231993724,"Garcia, Rivero and Rojas","La Rioja, Brunei Darussalam",Compra,Alemania,0
34,2025-02-22 14:01:48.135021,CC-9488790068,146.84930780940846,Gomez Group,"Merlo, Eritrea",Retiro,Egipto,0
35,2025-01-02 16:02:44.538579,CC-8920257633,491.3505438675986,Gonzalez-Rojas,"Rosario, Mongolia",Retiro,Australia,0
36,2025-01-07 07:00:59.545271,CC-3265014835,569.8210327039407,Luna and Sons,"Santiago del Estero, Canadá",Compra,República Checa,0
37,2025-01-07 08:25:22.891851,CC-8309252525,590.6190623989312,Vega Ltd,"Comodoro Rivadavia, Ecuador",Compra,Eslovaquia,0
38,2025-01-02 15:19:42.127386,CC-4984615315,382.30412031672836,"Gonzalez, Perez and Castro","Bahía Blanca, Pakistán",Compra,Guinea Ecuatorial,0
39,2025-01-01 07:25:43.970674,CC-4272716266,362.16315869571474,"Martin, Rodriguez and Correa","Santa Fe, Botswana",Retiro,Swazilandia,0
40,2025-01-09 14:09:04.429288,CC-6486044347,561.1786066996574,Pereyra and Sons,"La Plata, Singapur",Compra,Bélgica,0
41,2025-03-03 12:16:52.097942,CC-5322779074,879.8275170741496,"Lopez, Perez and Caceres","Constitución, Barbados",Compra,Sudán del Sur,0
42,2025-01-14 20:36:44.266122,CC-8484937668,540.1504008274329,"Figueroa, Gimenez and Juarez","Mendoza, Haití",Pago,República Dominicana,0
43,2025-01-19 15:39:59.985721,CC-1296182046,445.83238103897594,Gonzalez-Rios,"Córdoba, Azerbaiyán",Pago,Namibia,0
44,2025-03-23 06:12:33.087802,CC-3629018263,552.7574156702925,Roldan-Navarro,"Paraná, Pakistán",Retiro,Guinea,0
45,2025-02-18 12:14:59.799171,CC-2071456195,568.880845338416,Juarez PLC,"San Salvador de Jujuy, Camerún",Retiro,Turkmenistán,0
46,2025-01-11 10:32:50.499367,CC-8785540517,649.3647241144422,Ayala-Gonzalez,"Ushuaia, Venezuela",Pago,Singapur,0
47,2025-01-03 19:55:45.155848,CC-3814062236,740.726093852005,"Romero, Figueroa and Farias","San Ferando del Valle de Catamarca, Antigua y Barbuda",Compra,Rumania,0
48,2025-02-26 07:20:19.999406,CC-4957449933,319.1659496584415,"Dominguez, Cardozo and Escobar","Río Gallegos, Burundi",Pago,Afganistán,0
49,2025-01-17 05:37:42.698951,CC-7657090545,426.3949697891855,Garcia-Arias,"Bahía Blanca, Bolivia",Pago,Argelia,0
50,2025-02-23 10:44:06.896329,CC-4043480270,846.2752523613801,"Valdez, Flores and Perez","Chilecito, Estados Unidos de América",Compra,República Popular Democrática de Corea,0
51,2025-01-06 11:27:55.396280,CC-1081414786,342.07509303176874,Mendoza-Torres,"Mendoza, Liechtenstein",Compra,Zambia,0
52,2025-01-16 19:13:44.896316,CC-7464164441,996.7183357457492,Martinez-Gimenez,"Ushuaia, República Unida de Tanzanía",Retiro,Mozambique,0
53,2025-01-27 13:13:25.906461,CC-8260196493,738.4245875362425,Ortiz-Sanchez,"Córdoba, Saint Kitts y Nevis",Pago,Letonia,0
54,2025-01-05 01:12:17.063122,CC-3960605453,602.3142573192627,Godoy and Sons,"Paraná, Santo Tomé y Príncipe",Compra,Malasia,0
55,2025-01-07 19:27:37.000140,CC-3004596573,656.2490326522969,Gomez-Torres,"Constitución, Uganda",Pago,Croacia,0
56,2025-01-16 11:39:46.471325,CC-4262483586,56.364177921350134,Vargas-Cruz,"Resistencia, México",Pago,Fiji,0
57,2025-01-08 10:41:53.280768,CC-8757000945,750.4267136996364,Martinez-Alvarez,"Resistencia, Angola",Pago,Georgia,0
58,2025-01-14 20:48:57.913634,CC-4502033904,109.58626192113854,Fernandez-Gomez,"Comodoro Rivadavia, Lituania",Retiro,Honduras,0
59,2025-03-11 23:36:00.317493,CC-7799062941,445.4415887925154,Soria-Acuña,"Paraná, Chipre",Pago,Federación de Rusia,0
60,2025-03-07 10:37:35.374481,CC-3976410523,594.8062569513158,"Herrera, Romero and Paz","San Salvador de Jujuy, Francia",Pago,Chad,0
61,2025-02-25 05:29:39.674291,CC-4401056474,570.8919200326224,Gonzalez PLC,"Santiago del Estero, Jamaica",Pago,Angola,0
62,2025-02-20 08:40:43.447747,CC-6037276591,273.7833142008342,"Gomez, Rodriguez and Rodriguez","Santa Rosa, Madagascar",Compra,Gambia,0
63,2025-01-28 23:03:38.992323,CC-4882208972,904.6826426709474,Villalba Ltd,"San Ferando del Valle de Catamarca, Guinea",Pago,Sudáfrica,0
64,2025-03-19 07:02:16.585587,CC-5936692793,972.0208350619728,"Nuñez, Rios and Aguero","Corrientes, Andorra",Pago,Mónaco,0
65,2025-01-28 16:41:25.159119,CC-5568431624,606.4614440168295,Gonzalez Group,"Córdoba, Kuwait",Pago,Mozambique,0
66,2025-01-09 14:59:54.662293,CC-5763539878,409.41658110530324,Benitez Group,"Rosario, Kenya",Compra,Lesotho,0
67,2025-02-06 06:44:29.142061,CC-5521444840,330.15557755703725,Nuñez-Diaz,"Formosa, República Popular Democrática de Corea",Pago,Chipre,0
68,2025-02-06 15:55:14.898340,CC-4278824312,153.08076201141427,Vazquez-Medina,"San Miguel de Tucumán, Côte d'Ivoire",Pago,Kirguistán,0
69,2025-01-30 07:20:37.424798,CC-2427859834,445.63428131788964,Lucero Ltd,"Santiago del Estero, Gambia",Compra,Estonia,0
70,2025-02-24 23:37:12.454360,CC-3494155436,502.0393370027774,Torres-Gomez,"La Rioja, Guinea Ecuatorial",Retiro,Barbados,0
71,2025-02-12 01:10:29.967487,CC-8672402591,839.4237308220567,Soto LLC,"Posadas, Nigeria",Retiro,Serbia,0
72,2025-03-22 13:00:18.160328,CC-7582372601,897.1461131943418,Romero PLC,"Resistencia, Islas Salomón",Pago,Trinidad y Tabago,0
73,2025-02-27 14:30:45.127110,CC-6330231994,71.2268606261201,Romero-Mendoza,"San Luis, Bahamas",Retiro,Gabón,0
74,2025-03-16 16:42:49.343283,CC-1157237950,197.44197444725964,Velazquez PLC,"Formosa, Omán",Compra,Mozambique,0
75,2025-01-22 20:02:57.137368,CC-1353976844,765.6874774237308,Bustos PLC,"San Ferando del Valle de Catamarca, Federación de Rusia",Retiro,Indonesia,0
76,2025-02-05 20:43:13.973400,CC-6098561925,892.690005226549,Dominguez-Diaz,"San Miguel de Tucumán, Tuvalu",Retiro,Mauricio,0
77,2025-01-22 14:13:59.805716,CC-3157258832,709.7630904105688,"Flores, Gomez and Caceres","San Luis, Mauritania",Compra,España,0
78,2025-02-22 14:45:14.677496,CC-7576980702,958.1802715764652,"Mendoza, Diaz and Farias","Chilecito, Brunei Darussalam",Retiro,Sudáfrica,0
79,2025-01-17 23:18:02.854596,CC-6782605740,154.93759202544615,Ponce-Navarro,"San Salvador de Jujuy, República Popular Democrática de Corea",Pago,Niger,0
80,2025-03-07 11:48:37.023881,CC-1196180566,40.01482493065331,Gutierrez-Blanco,"Resistencia, Comoras",Compra,Benin,0
81,2025-03-20 09:42:11.479554,CC-4520606210,766.524179310736,"Maldonado, Medina and Rojas","Neuquén, Côte d'Ivoire",Pago,Kirguistán,0
82,2025-02-22 16:38:54.536506,CC-5219807967,565.3390561689392,Miranda-Morales,"Viedma, Burkina Faso",Retiro,Burkina Faso,0
83,2025-02-17 06:29:47.751689,CC-8656143125,918.3990272938673,Nuñez and Sons,"Salta, Suriname",Retiro,Malta,0
84,2025-02-04 03:44:51.636538,CC-1988855306,737.5214151424383,"Herrera, Rojas and Barrios","Rosario, Burkina Faso",Retiro,México,0
85,2025-01-28 13:27:05.903476,CC-5018494786,259.944953715393,"Fernandez, Ramirez and Luna","Viedma, Serbia",Compra,Georgia,0
86,2025-02-06 21:14:52.003224,CC-9990297034,202.78907904702757,Gomez PLC,"San Ferando del Valle de Catamarca, Francia",Pago,Guyana,0
87,2025-03-03 08:34:09.461215,CC-6861173627,261.55801632089253,Muñoz PLC,"Formosa, Venezuela",Pago,Senegal,0
88,2025-01-18 17:16:49.133586,CC-3058088885,271.86605682585974,"Vargas, Garcia and Lopez","Córdoba, San Vicente y las Granadinas",Compra,Congo,0
89,2025-03-14 09:42:44.960805,CC-5132291098,261.2803795466592,Alvarez LLC,"Córdoba, Tuvalu",Compra,Malawi,0
90,2025-03-21 01:18:26.232289,CC-6438597412,396.6105926576542,"Rodriguez, Garcia and Toledo","Merlo, Nigeria",Compra,Irán,0
91,2025-03-05 13:29:49.100068,CC-2686665460,727.5953115049069,Rios-Gomez,"Viedma, Federación de Rusia",Retiro,Chipre,0
92,2025-01-27 16:34:50.583325,CC-5712215034,49.46411343805697,Escobar-Ruiz,"Salta, Islas Salomón",Retiro,Bangladesh,0
93,2025-02-07 04:54:55.029358,CC-6975073908,537.4049205888753,Diaz-Rodriguez,"La Plata, Rwanda",Retiro,Cabo Verde,0
94,2025-03-17 04:27:01.953333,CC-8263639978,285.3690094054042,Aguirre-Diaz,"Chilecito, Colombia",Retiro,Irán,0
95,2025-03-02 01:21:25.394188,CC-5174013500,931.1500629413323,Caceres LLC,"Rawson, Bélgica",Compra,Paraguay,0
96,2025-03-12 20:26:58.779305,CC-7230045711,143.60748360252467,Roldan PLC,"Mendoza, Etiopía",Compra,Austria,0
97,2025-01-04 23:18:16.281819,CC-1578872107,699.3013933499072,"Gomez, Gonzalez and Flores","Mendoza, Panamá",Pago,República de Corea,0
98,2025-02-18 08:19:02.224387,CC-6592569949,619.3546834714275,Coronel PLC,"Salta, Estados Unidos de América",Pago,Guinea Ecuatorial,0
99,2025-02-16 06:28:08.364924,CC-3577437069,555.686730761539,"Vega, Martin and Fernandez","Corrientes, Venezuela",Pago,Rwanda,0
100,2025-01-21 04:13:42.998687,CC-7294810384,805.5058971283371,Ledesma-Ponce,"Rawson, Jordania",Retiro,Maldivas,0
101,2025-03-17 19:13:27.052463,CC-5292873356,322.4963893697341,Lopez-Ramirez,"Resistencia, Burkina Faso",Compra,Irlanda,0
102,2025-01-29 01:03:56.363156,CC-2454031034,65.32392751543753,"Cordoba, Valdez and Bustos","Ushuaia, Uganda",Compra,Francia,0
103,2025-01-02 03:09:39.052050,CC-9397587244,321.9159600020573,Maidana-Duarte,"Bahía Blanca, Gambia",Pago,Letonia,0
104,2025-01-18 22:54:14.983433,CC-3083017881,983.0615231496934,"Diaz, Caceres and Gonzalez","Rosario, Estonia",Compra,Barbados,0
105,2025-02-13 16:48:09.563780,CC-6537660290,940.0159779769733,Correa Inc,"San Salvador de Jujuy, República de Macedonia del Norte",Retiro,Burundi,0
106,2025-03-03 02:59:20.691696,CC-3975596240,499.3866619254566,"Mansilla, Diaz and Mendez","San Juan, Canadá",Compra,Singapur,0
107,2025-01-10 23:29:36.658348,CC-9565984551,18.060285303285692,Rodriguez-Gonzalez,"Resistencia, Mali",Retiro,Kenya,0
108,2025-01-08 08:47:33.093060,CC-2800968685,582.9140215801928,Gomez-Fernandez,"Neuquén, Myanmar",Compra,Tayikistán,0
109,2025-02-10 20:52:31.333030,CC-9881579416,992.8361212243445,Hernandez Group,"Neuquén, Islandia",Compra,Sierra Leona,0
110,2025-02-13 08:29:29.796107,CC-7437114556,466.67503880178714,Perez-Gomez,"La Rioja, Rumania",Retiro,Suecia,0
111,2025-03-21 13:42:23.180086,CC-3600006185,977.3121150296058,Romero Inc,"Rosario, Palau",Pago,República de Macedonia del Norte,0
112,2025-03-22 05:47:38.158318,CC-6566646385,198.6102465241995,Barrios Group,"La Plata, Eritrea",Pago,Rwanda,0
113,2025-03-23 04:07:03.358023,CC-1359266171,57.48888963695686,"Benitez, Perez and Duarte","San Salvador de Jujuy, Kenya",Compra,Cabo Verde,0
114,2025-01-16 18:09:47.701945,CC-1669891099,419.2089525213454,"Gomez, Acosta and Cordoba","San Miguel de Tucumán, Malasia",Retiro,Djibouti,0
115,2025-01-08 04:35:17.116312,CC-8488064032,676.9125822386775,Castillo-Lopez,"La Rioja, Iraq",Compra,Nigeria,0
116,2025-02-26 23:06:49.734548,CC-6232953363,112.78042304274362,Herrera LLC,"Merlo, Finlandia",Compra,Marruecos,0
117,2025-02-11 21:54:15.620799,CC-3945184917,735.0398915056769,Ruiz PLC,"Comodoro Rivadavia, Granada",Retiro,Burundi,0
118,2025-02-07 18:43:00.763767,CC-9863803489,486.5760759087162,"Molina, Paz and Lucero","Merlo, Kazajstán",Retiro,Albania,0
119,2025-03-01 15:44:01.606116,CC-9676813697,740.6265597490487,Diaz PLC,"Rosario, Croacia",Pago,Omán,0
120,2025-03-14 21:38:30.453784,CC-1488616068,224.4794519157261,Fernandez and Sons,"San Miguel de Tucumán, San Vicente y las Granadinas",Compra,Brasil,0
121,2025-01-22 15:10:48.417315,CC-3664811635,513.0032776397645,Godoy-Vazquez,"Mar del Plata, Dominicana",Pago,Finlandia,0
122,2025-01-15 06:58:20.987818,CC-9214244037,204.2829842729831,Sanchez-Gomez,"Paraná, Ucrania",Retiro,Gambia,0
123,2025-02-14 15:21:40.760639,CC-4549382707,956.6204184375853,Gomez-Gonzalez,"Salta, Túnez",Retiro,Islas Marshall,0
124,2025-03-24 03:41:28.261530,CC-4301748348,323.76585141157466,Alvarez Ltd,"Formosa, San Vicente y las Granadinas",Retiro,Vanuatu,0
125,2025-01-04 22:49:47.954156,CC-7951108700,320.4253959780298,Arias-Caceres,"Constitución, Cuba",Retiro,Irlanda,0
126,2025-01-16 17:00:43.061137,CC-9193598148,929.0896020436427,Gutierrez LLC,"Mendoza, República Democrática Popular Lao",Compra,Qatar,0
127,2025-02-28 15:30:39.944186,CC-6255992490,957.801764753458,Sosa and Sons,"Rosario, Botswana",Compra,Libia,0
128,2025-01-20 00:44:22.850451,CC-9473084648,408.33639378343264,Aguirre Group,"Viedma, Bosnia y Herzegovina",Pago,Serbia,0
129,2025-03-06 10:42:14.292490,CC-9727518288,724.4366694850177,Castillo PLC,"Río Gallegos, China",Compra,Yemen,0
130,2025-03-23 07:12:42.697232,CC-5956697778,164.80759930493568,"Peralta, Ferreyra and Farias","Corrientes, Ghana",Pago,República Democrática Popular Lao,0
131,2025-01-24 17:31:03.441247,CC-9958229814,305.5924822524195,Avila Group,"Salta, Antigua y Barbuda",Compra,República de Corea,0
132,2025-02-14 22:11:50.323867,CC-2420131645,210.213493717565,"Rodriguez, Fernandez and Rodriguez","Salta, Sudáfrica",Compra,Egipto,0
133,2025-02-25 11:34:42.883425,CC-1292365886,913.4647163322172,Peralta-Arias,"Rosario, Egipto",Pago,Myanmar,0
134,2025-01-15 05:55:31.755117,CC-2301041013,616.2489858066785,Diaz LLC,"Constitución, Nauru",Pago,Nauru,0
135,2025-03-05 10:22:22.448514,CC-1620451311,52.39658276259496,Rojas Group,"Posadas, Islas Marshall",Compra,Congo,0
136,2025-01-09 18:32:23.359824,CC-1778992873,497.98573428808874,Lopez-Rivero,"Constitución, San Marino",Pago,Australia,0
137,2025-02-15 02:33:59.439678,CC-3863091050,357.7381548446586,"Alvarez, Gimenez and Morales","La Rioja, Iraq",Pago,Bolivia,0
138,2025-03-13 09:48:08.267950,CC-7889426637,439.54863485593773,"Lopez, Diaz and Toledo","Bahía Blanca, Azerbaiyán",Retiro,Chad,0
139,2025-03-06 23:28:31.819726,CC-9874192471,79.30609172127804,"Sosa, Sanchez and Paz","Resistencia, República Democrática Popular Lao",Compra,Fiji,0
140,2025-02-15 01:57:10.918061,CC-4966185661,213.510657877292,Acosta-Suarez,"Santiago del Estero, Polonia",Pago,Liechtenstein,0
141,2025-01-04 10:10:56.041293,CC-3244715076,860.8543557253435,"Farias, Ledesma and Sosa","Paraná, Venezuela",Retiro,Paraguay,0
142,2025-02-11 13:06:51.954752,CC-3318627317,553.775245931206,"Pereyra, Perez and Gonzalez","Santa Fe, Brasil",Pago,Chad,0
143,2025-01-17 20:48:28.519306,CC-2142694576,103.74755308547634,Gonzalez LLC,"Córdoba, Argentina",Compra,Benin,0
144,2025-01-27 02:27:01.894951,CC-1176338604,648.2528225781635,Rojas LLC,"La Rioja, Ecuador",Compra,Estados Unidos de América,0
145,2025-03-22 10:39:34.329538,CC-1213704024,171.47934000772122,Diaz PLC,"Neuquén, Costa Rica",Retiro,Vietman,0
146,2025-02-08 19:51:45.861645,CC-1400083286,858.48229356202,Gonzalez-Torres,"Viedma, Venezuela",Retiro,Guinea Ecuatorial,0
147,2025-03-23 22:12:11.338589,CC-7990773026,86.1815871147741,"Ramos, Barrios and Fernandez","Rawson, España",Pago,Honduras,0
148,2025-01-07 23:58:23.456018,CC-8728265308,350.02815826387774,Mansilla LLC,"Corrientes, Turquía",Compra,Sudán del Sur,0
149,2025-01-19 10:08:27.933868,CC-7369418797,18.908289701614414,"Alvarez, Vera and Mendez","Constitución, Estados Unidos de América",Compra,Bolivia,0
150,2025-03-05 23:33:28.573735,CC-3052513327,213.91048735110783,Blanco PLC,"Resistencia, República Democrática del Congo",Retiro,Senegal,0
151,2025-03-19 04:36:49.803603,CC-7974111885,459.2518657031114,Godoy-Blanco,"Ushuaia, Brunei Darussalam",Compra,República Árabe Siria,0
152,2025-01-01 21:02:46.773307,CC-9812323171,520.6665804913721,Benitez-Acosta,"San Juan, Santa Lucía",Compra,República de Moldova,0
153,2025-02-18 09:58:31.763230,CC-1862361215,317.89752022329066,Gomez Group,"Rawson, Bahrein",Retiro,República Dominicana,0
154,2025-03-03 21:15:16.308990,CC-5288762041,996.3887569525665,"Medina, Pereyra and Diaz","San Miguel de Tucumán, Nicaragua",Retiro,Argentina,0
155,2025-01-22 16:55:34.883569,CC-5147965864,863.46492131011,"Luna, Benitez and Ortiz","Bahía Blanca, Ghana",Retiro,Albania,0
156,2025-01-12 22:34:03.712580,CC-7909859077,913.9045822739005,"Benitez, Ruiz and Rodriguez","Mar del Plata, Alemania",Pago,Belice,0
157,2025-01-05 04:07:27.283790,CC-8055546990,739.3469978896171,"Castillo, Muñoz and Caceres","Santiago del Estero, China",Pago,Rwanda,0
158,2025-02-06 21:41:52.186600,CC-8012596386,39.02018667508094,Molina LLC,"Santa Fe, Brasil",Retiro,República Unida de Tanzanía,0
159,2025-02-04 20:53:00.445150,CC-2288731284,955.1810125357825,Ramos and Sons,"Neuquén, Mauritania",Retiro,Malawi,0
160,2025-02-18 10:51:07.834881,CC-3675600944,961.9205495219256,"Fernandez, Vega and Moreno","La Rioja, Haití",Compra,Portugal,0
161,2025-01-10 07:22:38.566356,CC-2405024829,940.6644158041532,Romero Group,"Viedma, Dominicana",Retiro,Países Bajos,0
162,2025-01-14 07:23:17.740322,CC-4793770065,735.7052383843859,"Guzman, Alvarez and Garcia","Rawson, Afganistán",Pago,San Vicente y las Granadinas,0
163,2025-02-26 14:28:53.935380,CC-7711638765,151.88804673190722,Luna LLC,"Resistencia, México",Pago,Etiopía,0
164,2025-02-17 03:25:02.744749,CC-2805626784,272.03160248395625,Farias-Garcia,"San Salvador de Jujuy, Lesotho",Retiro,Ecuador,0
165,2025-01-03 01:38:49.179759,CC-6776015487,361.94996031714106,"Miranda, Ayala and Perez","Corrientes, Mongolia",Compra,Montenegro,0
166,2025-03-19 02:53:57.625145,CC-9642993092,25.99369664452962,"Torres, Garcia and Ledesma","San Salvador de Jujuy, República Dominicana",Compra,Azerbaiyán,0
167,2025-03-23 17:02:27.494929,CC-3648936548,559.6098828139756,Rodriguez Inc,"Formosa, Ghana",Retiro,Nigeria,0
168,2025-03-21 16:16:08.260566,CC-9942966086,287.44754244254824,"Arias, Aguirre and Torres","Formosa, Honduras",Retiro,Australia,0
169,2025-03-23 03:24:53.162442,CC-3221673875,474.32346608945363,Gimenez-Mendoza,"Rawson, Saint Kitts y Nevis",Pago,Maldivas,0
170,2025-01-07 23:55:47.817286,CC-1781891953,620.6369094885473,Gonzalez-Godoy,"San Juan, Libia",Retiro,República Árabe Siria,0
171,2025-01-12 20:04:45.887372,CC-2784535943,548.052075748952,Alvarez-Soria,"Rosario, Afganistán",Pago,Kuwait,0
172,2025-02-26 17:33:06.278951,CC-1007195612,893.6153913581895,Cruz LLC,"Posadas, Trinidad y Tabago",Retiro,Guinea,0
173,2025-01-26 13:17:24.835416,CC-3681486934,456.51451473800824,"Rios, Franco and Maidana","Bahía Blanca, República Federal Democrática de Nepal",Pago,Bangladesh,0
174,2025-03-22 04:14:59.903554,CC-4274313116,147.33894463860543,"Gomez, Pereyra and Ledesma","Mar del Plata, Bulgaria",Pago,Vietman,0
175,2025-02-11 23:26:14.914616,CC-5330660970,624.5373319283065,"Garcia, Diaz and Torres","Bahía Blanca, Swazilandia",Compra,República Federal Democrática de Nepal,0
176,2025-03-07 05:05:09.599291,CC-4022317100,411.92265443033904,Ortiz-Medina,"Rawson, Botswana",Retiro,Israel,0
177,2025-01-27 05:31:52.752418,CC-9935015348,378.8086944091907,Gonzalez-Rodriguez,"San Juan, Guatemala",Pago,Gabón,0
178,2025-02-18 16:14:32.893378,CC-9378687503,629.9798474072385,"Benitez, Torres and Rodriguez","San Miguel de Tucumán, Barbados",Compra,Nueva Zelandia,0
179,2025-02-17 17:24:11.567421,CC-1416803854,345.00338922493614,Gonzalez-Rivero,"La Plata, Papua Nueva Guinea",Compra,Burkina Faso,0
180,2025-02-13 04:50:30.707749,CC-8829616149,421.5497499581166,"Ramirez, Diaz and Suarez","Constitución, Benin",Retiro,Ghana,0
181,2025-03-19 07:21:47.118953,CC-9410210700,458.17795800067694,"Ferreyra, Aguero and Herrera","Rosario, República Popular Democrática de Corea",Pago,Lesotho,0
182,2025-01-14 08:06:23.754148,CC-3825758469,233.18121974203132,Moyano and Sons,"Rawson, Rumania",Compra,Brunei Darussalam,0
183,2025-02-20 21:19:07.291628,CC-4258827194,838.5818488121749,"Gonzalez, Rojas and Cabrera","Formosa, Egipto",Pago,Angola,0
184,2025-02-13 05:44:02.406570,CC-9383860491,108.69667049736448,Nuñez-Fernandez,"Bahía Blanca, República Dominicana",Compra,Nueva Zelandia,0
185,2025-02-10 14:57:37.065786,CC-6660388943,252.38801711231605,"Garcia, Perez and Dominguez","Posadas, Irlanda",Compra,Letonia,0
186,2025-03-09 11:37:34.304313,CC-4973147386,494.80569532285,Rivero LLC,"Río Gallegos, Bahamas",Retiro,Brunei Darussalam,0
187,2025-02-28 02:26:33.119072,CC-7587757324,712.800702563739,Sanchez Ltd,"Viedma, Chile",Retiro,Comoras,0
188,2025-03-02 16:45:24.600204,CC-6823955007,907.8820108095609,"Barrios, Gomez and Gonzalez","San Luis, Zambia",Compra,Singapur,0
189,2025-01-03 20:54:27.192064,CC-9198043467,189.74189571317973,Sanchez PLC,"Santiago del Estero, Kenya",Compra,Belarús,0
190,2025-02-01 21:37:15.085853,CC-5834946558,756.3682689140917,Aguirre-Suarez,"San Ferando del Valle de Catamarca, Finlandia",Pago,Sudán del Sur,0
191,2025-01-08 19:06:29.655217,CC-7377387551,253.32266306432413,"Sanchez, Vargas and Gomez","San Luis, República de Macedonia del Norte",Compra,Rumania,0
