ID_Rendicion,Fecha_Presentacion,Empleado,Departamento,Tipo_Gasto,Descripcion,Monto,Justificante_Adjunto,Estado_Aprobacion,Es_Sospechoso
28,2025-03-06,Zoe Leiva,Finanzas,Viáticos,Quos distinctio voluptas accusantium.,156.3784505866441,Sí,Aprobado,0
29,2024-04-05,Isabella Sosa,Finanzas,Transporte,Delectus eligendi placeat provident.,229.30249582185166,No,Pendiente,0
30,2024-08-02,Lorenzo Ramirez Paez,Marketing,Transporte,Eum ad dolorem.,465.45501664542405,Sí,Pendiente,0
31,2025-01-12,Lautaro Ezequiel Gonzalez Roldan,RRHH,Material de Oficina,Praesentium quam dicta ullam itaque.,346.0008961715128,No,Pendiente,0
32,2024-07-24,Mateo Benjamin Figueroa,Finanzas,Almuerzo,Veniam dicta harum voluptatem provident eius.,338.65613977519513,Sí,Aprobado,0
33,2024-04-21,Dr(a). Santiago Paez,Finanzas,Viáticos,Animi cumque illum voluptatibus.,234.40899157232516,Sí,Pendiente,0
34,2024-07-26,Felipe Fernandez Sanchez,RRHH,Transporte,Unde quas quasi ut aut nihil.,191.045247821031,Sí,Pendiente,0
35,2024-05-29,Nicolas Santino Perez Torres,Finanzas,Material de Oficina,A architecto totam.,460.3127299845165,Sí,Aprobado,0
36,2024-09-10,Julia Thiago Rojas Morales,Ventas,Material de Oficina,Odio corporis temporibus quis.,90.04347838065209,No,Rechazado,0
37,2024-11-01,Martina Alejo Molina,Compras,Viáticos,Laborum necessitatibus sequi sapiente iusto.,93.2024235726242,Sí,Aprobado,0
38,2025-02-06,Isabella Ciro Lopez,Compras,Material de Oficina,Optio deserunt tempora quod.,228.96673180279964,Sí,Pendiente,0
39,2024-12-01,Simon Castillo Ledesma,Ventas,Transporte,Repudiandae necessitatibus temporibus velit.,120.18602108862747,Sí,Pendiente,0
40,2024-11-01,Maria Belen Martina Caceres Gonzalez,Finanzas,Almuerzo,Reiciendis inventore reiciendis fuga quae error.,31.71149857389271,Sí,Pendiente,0
41,2025-01-13,Valentino Acosta,Compras,Almuerzo,Ab ipsum voluptatem. Incidunt labore itaque.,323.74113362252007,No,Rechazado,0
42,2025-03-05,Sofía Leiva Rios,Ventas,Transporte,Recusandae quis rem ratione.,248.30730500396308,Sí,Aprobado,0
43,2024-04-14,Luca Diaz Gonzalez,Finanzas,Transporte,Itaque iste iste quisquam.,160.74977432105956,Sí,Rechazado,0
44,2025-03-05,Juan Cruz Valentin Caceres,Finanzas,Viáticos,Velit illo doloremque voluptatibus sequi.,92.57305902178818,No,Pendiente,0
45,2025-03-21,Malena Julia Romero Fernandez,Finanzas,Material de Oficina,Harum in explicabo saepe eum perspiciatis.,320.93791060638625,Sí,Rechazado,0
46,2024-05-19,Malena Alma Mia Sanchez Rodriguez,Marketing,Material de Oficina,Mollitia aspernatur error non magni.,40.62953754479064,Sí,Rechazado,0
47,2024-08-27,Luana Joaquin Alvarez Coronel,Ventas,Transporte,Cum quibusdam rem inventore quo nostrum hic.,167.1879206274353,Sí,Pendiente,0
48,2024-10-25,Joaquin Lopez,Ventas,Otros,Corporis dicta aut alias veniam nostrum facere.,351.06018122247525,Sí,Aprobado,0
49,2025-01-07,Gonzalo Romero,Compras,Transporte,Tenetur consectetur odit illum ipsa temporibus.,448.76927908217334,No,Rechazado,0
50,2024-06-01,Maria Guadalupe Arias Perez,Marketing,Almuerzo,Unde hic possimus enim odio molestiae.,49.97241283227208,Sí,Rechazado,0
51,2024-08-03,Bautista Benjamin Lopez,Ventas,Viáticos,Rerum quos ducimus assumenda.,142.48257336360209,No,Rechazado,0
52,2025-02-24,Juan Pablo Lopez,Marketing,Almuerzo,Dolore architecto dignissimos facilis.,47.52212877636407,Sí,Pendiente,0
53,2024-11-05,Ema Pereyra,Compras,Otros,Ex praesentium optio quo eveniet maxime.,478.434360859341,Sí,Rechazado,0
54,2024-11-23,Dr(a). Mia Valentina Paz,Marketing,Transporte,Perferendis quaerat dolorem sint.,165.4912650632216,Sí,Pendiente,0
55,2024-04-18,Juliana Medina Vargas,Ventas,Viáticos,Quos quos veniam hic quia.,329.5689869953523,Sí,Aprobado,0
56,2024-07-13,Martina Gutierrez,Finanzas,Viáticos,Autem pariatur beatae.,49.485885124833054,Sí,Pendiente,0
57,2024-08-07,Dr(a). Francisco Soria,Marketing,Viáticos,Quia recusandae magni id fuga at tenetur nobis.,411.65570285637364,Sí,Rechazado,0
58,2025-02-03,Dr(a). Lautaro Benjamin Olivera,RRHH,Transporte,Laboriosam illum fuga debitis.,177.5409844696069,Sí,Aprobado,0
59,2024-09-14,Sr(a). Juan Cruz Fernandez,Marketing,Transporte,Ab architecto natus omnis possimus error.,13.218414707845588,Sí,Aprobado,0
60,2025-02-18,Mia Valentina Farias Vazquez,RRHH,Almuerzo,Vitae quas id.,367.0792618815718,No,Rechazado,0
61,2024-05-19,Zoe Gomez Franco,Marketing,Transporte,Expedita possimus libero.,257.1176624184902,Sí,Pendiente,0
62,2024-11-12,Dr(a). Julieta Sanchez,Finanzas,Viáticos,Nesciunt occaecati eaque ratione.,336.7800949886646,Sí,Rechazado,0
63,2024-09-22,Agustin Caceres Ruiz,RRHH,Material de Oficina,Facere sunt ad numquam ullam sint eos adipisci.,142.35622501985404,Sí,Aprobado,0
64,2025-01-26,Bruno Carrizo,Compras,Transporte,Qui incidunt iure dolorum ratione quibusdam.,122.93005284590673,Sí,Pendiente,0
65,2024-12-14,Thiago Benjamin Martina Herrera Martinez,Marketing,Viáticos,Tempora labore laborum iste praesentium voluptas.,37.030124943287596,Sí,Pendiente,0
66,2025-02-09,Joaquin Correa,Ventas,Viáticos,Ducimus repellendus nisi incidunt.,381.72989105651675,Sí,Rechazado,0
67,2024-05-28,Francesco Violeta Gomez,Compras,Otros,Excepturi voluptas libero cum.,117.30253056194833,Sí,Aprobado,0
68,2024-04-11,Sr(a). Pilar Diaz,Compras,Otros,Sequi quia nobis ipsam nobis quae suscipit modi.,201.80663304693678,No,Aprobado,0
69,2024-07-30,Enzo Avila,RRHH,Material de Oficina,Quas blanditiis similique.,360.32278821499693,Sí,Aprobado,0
70,2025-01-26,Sr(a). Lautaro Benjamin Fernandez,Finanzas,Transporte,Vero et debitis molestias voluptates.,67.86818000582025,Sí,Pendiente,0
71,2024-05-16,Sebastian Gomez,Ventas,Viáticos,Dolorum esse quo. Quo quia iusto autem velit.,194.9830123897055,Sí,Aprobado,0
72,2024-08-10,Sr(a). Antonio Gonzalez,Finanzas,Viáticos,Nesciunt tempore nisi et eaque eveniet odit.,217.46007908548083,Sí,Pendiente,0
73,2025-03-03,Sr(a). Juliana Cordoba,Marketing,Almuerzo,Corporis impedit explicabo atque.,333.7380488681255,Sí,Aprobado,0
74,2025-03-20,Abigail Agostina Escobar Molina,RRHH,Material de Oficina,Alias debitis qui illum ipsa.,167.3154209681505,No,Rechazado,0
75,2024-12-01,Dr(a). Santino Alvarez,Compras,Almuerzo,Rerum totam qui ipsam qui libero.,93.87753113005742,Sí,Pendiente,0
76,2025-01-27,Dr(a). Mateo Escobar,Finanzas,Viáticos,Quae nisi commodi voluptate magni.,102.70883984667235,Sí,Pendiente,0
77,2025-03-13,Máximo Paez,Ventas,Otros,Quidem dolorem harum doloremque.,262.453704862551,Sí,Rechazado,0
78,2025-02-23,Dr(a). Lourdes Gonzalez,RRHH,Viáticos,Itaque in quod ea neque libero.,444.3189984341746,Sí,Pendiente,0
79,2024-07-12,Benjamin Benicio Bustos,Marketing,Viáticos,Dolorum vel quae sed quae quibusdam velit.,159.02502820130405,Sí,Aprobado,0
80,2024-05-09,Dr(a). Luciana Arias,Compras,Otros,Quam voluptatem ex aliquam placeat cum.,62.60056587789757,No,Pendiente,0
81,2024-06-27,Sr(a). Mateo Lopez,Finanzas,Otros,Repellat ipsa maxime cumque ipsa.,246.17270951388642,Sí,Rechazado,0
82,2025-02-16,Dr(a). Renata Rojas,Marketing,Almuerzo,Ea veniam itaque sit tempore.,216.59541120552328,No,Pendiente,0
83,2025-02-23,Felicitas Romero Gonzalez,Compras,Otros,Reiciendis rerum quia quod.,231.9755866804854,Sí,Rechazado,0
84,2025-01-27,Angelina Thiago Benjamin Velazquez,Finanzas,Otros,Provident nobis numquam nam aperiam accusamus.,164.11280458113802,Sí,Pendiente,0
85,2024-12-12,Sr(a). Lautaro Benjamin Rodriguez,Ventas,Almuerzo,Iure sint odit aspernatur.,50.132940835226954,Sí,Pendiente,0
86,2024-04-23,Mateo Ezequiel Santiago Sosa,Compras,Material de Oficina,Deleniti sed consequatur in distinctio.,98.48549724799041,Sí,Rechazado,0
87,2024-10-10,Maximo Lautaro Benjamin Garcia,Ventas,Viáticos,Minus dolores cum quod adipisci.,53.21416319334655,Sí,Pendiente,0
88,2024-04-28,Ian Ezequiel Benjamin Romero Vega,Compras,Transporte,Eaque veritatis sed.,103.26372092069182,Sí,Pendiente,0
89,2024-05-04,Sr(a). Victoria Martin,Compras,Otros,Repudiandae incidunt distinctio repellat non.,11.637697649971521,Sí,Pendiente,0
90,2024-12-02,Nina Acuña,RRHH,Almuerzo,Repellat eos eveniet commodi nostrum unde sit.,300.70373224558836,Sí,Pendiente,0
91,2025-03-19,Bianca Alejo Arias Gonzalez,Finanzas,Otros,Rem quasi tempore error.,296.9575629151403,Sí,Aprobado,0
92,2025-03-02,Benjamin Catalina Gonzalez,RRHH,Material de Oficina,Molestiae eveniet modi enim.,443.4328945006004,Sí,Rechazado,0
93,2025-01-13,Thiago Valentin Santino Castillo,Marketing,Transporte,Minima eum facilis ea quisquam commodi.,149.0681089342747,Sí,Pendiente,0
94,2024-04-23,Sr(a). Isabella Dominguez,Finanzas,Almuerzo,Officiis recusandae dolorum quasi.,163.78547471972448,Sí,Rechazado,0
95,2024-10-17,Catalina Ramos Sanchez,Finanzas,Otros,Distinctio sunt explicabo.,173.56557399747476,No,Rechazado,0
96,2024-09-17,Sr(a). Alma Ferreyra,Finanzas,Almuerzo,Necessitatibus eveniet magni commodi harum.,477.07754851816105,Sí,Pendiente,0
97,2024-09-02,Felipe Castro Ruiz,Ventas,Transporte,Natus ea fugit provident tempora explicabo odit.,252.2726837200938,Sí,Pendiente,0
98,2024-04-24,Mateo Agustin Mendoza Barrios,Ventas,Almuerzo,Voluptates quod corporis.,396.2654243653672,No,Pendiente,0
99,2025-01-09,Dr(a). Juan Ignacio Correa,Finanzas,Material de Oficina,Reprehenderit facere dicta.,419.5609905940708,Sí,Rechazado,0
100,2024-12-12,Matias Acosta Hernandez,RRHH,Otros,Impedit voluptatem sed rerum.,138.48913933847413,Sí,Rechazado,0
101,2024-07-18,Bianca Lucas Ortiz,Marketing,Transporte,Doloremque unde facilis rem cum.,218.67313258852374,Sí,Pendiente,0
102,2024-08-10,Catalina Molina,RRHH,Material de Oficina,Repudiandae fuga accusamus et illo maxime.,24.49012687934291,Sí,Rechazado,0
103,2024-09-27,Amparo Nahiara Jazmin Diaz Ferreyra,Marketing,Otros,Eius illum animi ipsam impedit nobis.,433.17696294376464,Sí,Aprobado,0
104,2024-11-24,Felipe Gonzalez,RRHH,Transporte,Soluta officiis minus.,283.73084524195326,No,Aprobado,0
105,2024-09-04,Luna Nuñez Quiroga,Ventas,Almuerzo,Nobis nam animi non exercitationem ut vel et.,406.2719064613498,Sí,Pendiente,0
106,2024-07-15,Bianca Dylan Ezequiel Gonzalez,RRHH,Viáticos,Nam dicta distinctio in vitae a in.,377.72936730353285,Sí,Rechazado,0
107,2024-04-14,Isabella Benjamin Rojas,Ventas,Viáticos,Corporis accusantium voluptatibus similique.,140.68181893934337,Sí,Rechazado,0
108,2024-10-10,Maximo Ortiz Mendoza,Finanzas,Otros,Dicta culpa consequuntur autem.,182.246595961726,No,Rechazado,0
109,2024-06-21,Martina Francesca Molina,Ventas,Viáticos,Aperiam sint odio mollitia eos quos recusandae.,227.637367486706,Sí,Pendiente,0
110,2024-11-22,Valentin Valentino Diaz Dominguez,Ventas,Transporte,Deleniti tempora odio earum quaerat.,443.4995624210827,Sí,Pendiente,0
111,2024-05-14,Ana Paula Acosta Hernandez,Finanzas,Transporte,Fugit iusto ipsum neque.,21.64197801559189,Sí,Aprobado,0
112,2025-02-10,Dr(a). Francisca Diaz,Compras,Otros,Provident placeat aliquid.,478.8692910368945,Sí,Aprobado,0
113,2024-09-05,Abigail Morales,Compras,Transporte,Numquam optio molestias commodi tempore eos.,232.48929148947846,Sí,Pendiente,0
114,2024-10-04,Candelaria Olivia Cardozo,Marketing,Transporte,Repellat repudiandae dolorem facere.,240.5861412652395,Sí,Aprobado,0
115,2024-12-05,Bastian Gonzalez Mendoza,Finanzas,Material de Oficina,Repudiandae officiis eos.,229.7833147011851,No,Rechazado,0
116,2024-07-17,Manuel Alvarez,RRHH,Material de Oficina,Suscipit et aspernatur repudiandae.,273.80554386247957,Sí,Pendiente,0
117,2024-12-20,Felipe Maria Victoria Duarte Diaz,Ventas,Transporte,Vel a praesentium minima.,209.13211157710847,Sí,Pendiente,0
118,2024-11-11,Maximo Gonzalez,Compras,Otros,Pariatur velit cupiditate ipsam unde.,12.729092282217877,No,Aprobado,0
119,2024-12-06,Isabella Ojeda,Marketing,Transporte,Eaque laborum voluptate amet.,329.1445422313508,Sí,Pendiente,0
120,2024-04-13,Maximo Peralta,Compras,Transporte,Cumque quisquam nesciunt perspiciatis sunt ipsam.,231.55261539029885,No,Pendiente,0
121,2024-05-05,Lorenzo Sofia Belen Rodriguez Soria,RRHH,Transporte,Minus illo consequatur.,75.57628733554711,No,Pendiente,0
122,2025-02-10,Valentina  Ruiz Silva,Finanzas,Transporte,Voluptatum sapiente ducimus accusamus.,177.29704195832076,Sí,Aprobado,0
123,2025-01-18,Giovanni Valentino Romero Paez,Finanzas,Almuerzo,Blanditiis nesciunt natus pariatur.,475.26425090691214,Sí,Aprobado,0
124,2024-09-25,Sofía Mateo Benjamin Figueroa Paz,Marketing,Viáticos,Consectetur nobis et ducimus.,281.86472030151936,Sí,Aprobado,0
125,2024-05-05,Dr(a). Sofia Aguirre,Compras,Otros,Iste esse sunt quis.,192.59109450209618,Sí,Pendiente,0
126,2024-10-26,Francesco Rodriguez Perez,Ventas,Transporte,Quia repellendus necessitatibus pariatur ea.,391.02732214342655,Sí,Pendiente,0
127,2024-10-28,Sr(a). Isabella Lopez,RRHH,Viáticos,Dignissimos numquam voluptates qui.,306.6521572249323,Sí,Rechazado,0
128,2024-08-13,Benjamin Guadalupe Romero Cabrera,Marketing,Otros,Blanditiis minima illo necessitatibus.,347.84877878080766,Sí,Pendiente,0
129,2025-03-17,Emilia Catalina Carrizo Coronel,Compras,Almuerzo,In ut placeat natus officiis totam alias.,27.792639270944765,Sí,Rechazado,0
130,2024-05-07,Bastian Valentino Suarez Paz,Ventas,Otros,Facere maxime commodi quaerat corrupti.,54.09280824100319,Sí,Pendiente,0
131,2024-04-04,Santino Juan Ignacio Paz Ramos,Marketing,Almuerzo,Numquam tempora quos expedita.,363.0312825420273,Sí,Aprobado,0
132,2024-11-23,Sr(a). Paulina Sosa,RRHH,Transporte,Illum possimus dolore vitae.,402.9312974186558,Sí,Rechazado,0
133,2025-03-10,Valentino Juarez,Finanzas,Material de Oficina,Reprehenderit neque quam.,471.87159792247206,Sí,Rechazado,0
134,2024-04-22,Mateo Cardozo,RRHH,Otros,Nesciunt doloremque fugiat unde mollitia itaque.,379.57823889756196,No,Aprobado,0
135,2024-09-04,Benicio Juan Martin Peralta,Ventas,Viáticos,Ipsum alias magni laboriosam et corrupti.,118.57908837564293,Sí,Pendiente,0
136,2024-10-21,Dr(a). Sebastian Gomez,RRHH,Otros,Adipisci expedita soluta illum.,424.2126362905168,Sí,Aprobado,0
137,2024-05-19,Lucía Fernandez Ferreyra,Marketing,Transporte,Illo id enim saepe molestias.,123.11726831943768,Sí,Rechazado,0
138,2024-05-17,Juana Garcia,Compras,Almuerzo,Error totam sed fugit mollitia omnis.,298.52582548208443,No,Pendiente,0
139,2025-02-27,Antonio Gonzalez,Ventas,Otros,Architecto sint vero eaque.,321.4105537986323,Sí,Rechazado,0
140,2024-04-23,Dr(a). Santino Maldonado,Ventas,Material de Oficina,Earum neque molestias tempore.,450.2982111479166,Sí,Pendiente,0
141,2024-03-24,Valentina  Sosa Garcia,Compras,Viáticos,Ut quas sequi odit suscipit natus aspernatur.,308.4554295279474,No,Aprobado,0
142,2024-09-23,Lorenzo Franco Diaz Leiva,Finanzas,Almuerzo,Possimus iste tempore. Rerum quis dolorum saepe.,70.97057869494458,Sí,Rechazado,0
143,2024-12-19,Lucio Diaz Chavez,Marketing,Almuerzo,Deserunt laborum quia.,376.4644837651999,Sí,Pendiente,0
144,2024-04-13,Santiago Flores,Compras,Transporte,Unde repudiandae numquam ratione quibusdam.,157.09414062277375,Sí,Pendiente,0
145,2024-10-31,Manuel Rosario Martin,Marketing,Almuerzo,At sint iure aliquam inventore tenetur.,216.31226275755105,Sí,Aprobado,0
146,2024-04-17,Martina Juan Gabriel Roldan,Compras,Otros,Enim dolorem incidunt pariatur.,152.00941930824638,Sí,Rechazado,0
147,2024-11-21,Sr(a). Faustino Godoy,Marketing,Material de Oficina,Sit esse amet excepturi nemo aut dolorum.,410.8743049364427,Sí,Rechazado,0
148,2024-11-19,Felipe Perez,Compras,Transporte,Enim inventore quaerat rem.,419.9868283147145,Sí,Pendiente,0
149,2024-06-10,Simon Abril Lopez Sanchez,Compras,Viáticos,Et iste occaecati vitae ipsa.,230.61561898494384,Sí,Rechazado,0
150,2024-09-16,Joaquin Rodriguez,Ventas,Viáticos,Architecto deserunt assumenda autem.,110.84112764564244,Sí,Pendiente,0
151,2024-07-06,Manuel Francisco Hernandez,Ventas,Viáticos,Eveniet architecto atque corrupti aliquid.,337.01964339498244,Sí,Rechazado,0
152,2025-01-04,Ciro Lopez Coronel,RRHH,Viáticos,Ex voluptatibus cupiditate.,411.9236502598956,Sí,Aprobado,0
153,2025-03-03,Maria Victoria Ramirez,Compras,Material de Oficina,Reprehenderit laudantium cumque magnam.,489.6061832325037,Sí,Pendiente,0
154,2024-09-12,Dr(a). Manuel Sanchez,Ventas,Transporte,Tenetur nesciunt vel officia rem.,248.369006649674,Sí,Rechazado,0
155,2025-01-10,Alejo Flores,Compras,Almuerzo,Rerum in nihil reprehenderit.,460.43499496667323,Sí,Pendiente,0
156,2024-11-13,Sr(a). Julieta Rojas,Finanzas,Material de Oficina,Quis dolore ipsum sit unde autem excepturi.,179.69481447415797,Sí,Pendiente,0
157,2024-05-30,Zoe Valentina Perez Gonzalez,RRHH,Viáticos,Cum pariatur asperiores repellat perspiciatis.,164.56548038727826,No,Pendiente,0
158,2024-05-21,Morena Jazmin Roldan,Finanzas,Otros,Et sit nulla aut iusto corporis velit.,20.52356896797832,Sí,Aprobado,0
159,2024-06-06,Dr(a). Elena Morales,Finanzas,Otros,Alias ad sequi rem repellendus quam quis numquam.,343.05649354223317,Sí,Pendiente,0
160,2025-03-23,Sr(a). Santiago Ruiz,Ventas,Almuerzo,Voluptatem alias repellat atque fugiat.,376.28923511939524,Sí,Rechazado,0
161,2024-12-18,Dr(a). Valentina  Pereyra,Finanzas,Otros,Architecto enim accusantium magnam optio atque.,328.7345699047567,Sí,Pendiente,0
162,2024-06-18,Ludmila Garcia,Compras,Material de Oficina,Quaerat modi aliquid sed ab.,380.22207704692033,Sí,Rechazado,0
163,2024-09-26,Maria Luz Juana Rios,Ventas,Transporte,Labore veritatis id enim consequuntur eos.,149.46111333004242,Sí,Pendiente,0
164,2024-06-20,Guadalupe Mia Valentina Figueroa Benitez,Finanzas,Almuerzo,Cum soluta ipsum.,460.3931907805973,No,Aprobado,0
165,2024-08-14,Sr(a). Valentin Soria,Finanzas,Otros,A voluptatum distinctio aperiam.,20.513190897922687,Sí,Aprobado,0
166,2024-05-29,Dr(a). Emilia Lopez,Marketing,Viáticos,Eligendi repellendus delectus.,62.39276279438991,Sí,Rechazado,0
167,2025-02-19,Gabriel Gutierrez Garcia,Compras,Material de Oficina,Harum dolore quidem dicta.,122.10826717331487,Sí,Rechazado,0
168,2024-07-18,Josefina Ayala,Ventas,Viáticos,Voluptate velit odio debitis nemo natus.,370.81634126779727,Sí,Pendiente,0
169,2025-01-11,Ciro Gimenez Martinez,RRHH,Viáticos,Totam est delectus eveniet autem.,456.5174775997232,Sí,Aprobado,0
170,2024-05-24,Paulina Romero Caceres,Marketing,Material de Oficina,Amet iure laborum ullam repellat sed suscipit.,462.5218816505704,Sí,Aprobado,0
171,2025-02-19,Francisco Alexander Chavez Soria,RRHH,Viáticos,Architecto reprehenderit nemo voluptatibus.,150.51957404831117,Sí,Pendiente,0
172,2024-06-08,Juan Cruz Camila Sanchez Bustos,RRHH,Material de Oficina,Nemo quibusdam illo sint nesciunt nostrum.,200.44047180302437,Sí,Aprobado,0
173,2024-08-11,Renata Bruno Peralta Gomez,Compras,Viáticos,Non beatae commodi voluptatum placeat suscipit.,400.7105734445431,Sí,Aprobado,0
174,2024-04-21,Dr(a). Francesca Pereyra,Marketing,Almuerzo,Rerum repellat quaerat voluptate aliquid.,158.1080069143372,Sí,Pendiente,0
175,2024-11-08,Agustin Villalba Alvarez,Ventas,Otros,Porro ad accusantium autem laboriosam.,198.94584849862196,Sí,Aprobado,0
176,2024-12-06,Sr(a). Alexander Correa,Finanzas,Transporte,Iure quisquam reiciendis.,490.5409392183007,Sí,Pendiente,0
177,2024-07-21,Dr(a). Ignacio Garcia,Compras,Almuerzo,Quidem voluptatem voluptatum id iste.,134.04293734009428,No,Pendiente,0
178,2024-08-24,Luciano Guillermina Luna,Compras,Otros,Porro sit quo repellendus nisi rerum qui.,155.04332825718785,No,Aprobado,0
179,2024-10-20,Dr(a). Maria Luz Carrizo,Marketing,Material de Oficina,Illo nisi nemo cumque iste.,73.07204045353498,Sí,Rechazado,0
180,2024-05-03,Lautaro Ramiro Acosta Gomez,Ventas,Viáticos,Incidunt tenetur eum doloremque non.,441.80130038375205,Sí,Pendiente,0
181,2025-03-03,Lautaro Paulina Ruiz,Compras,Almuerzo,A ea temporibus commodi et odio. Tempore quo sed.,424.36161048429244,Sí,Aprobado,0
182,2024-07-06,Ezequiel Delfina Hernandez Mendoza,Marketing,Viáticos,Accusamus dignissimos autem.,301.06938963063743,No,Rechazado,0
183,2024-05-22,Sr(a). Valentina Acosta,Ventas,Viáticos,Placeat suscipit voluptatem quae.,93.87259030611011,Sí,Aprobado,0
184,2024-08-21,Juan Ignacio Thiago Benjamin Gonzalez Lopez,Compras,Viáticos,Laboriosam excepturi nisi quasi.,316.5031999538642,Sí,Rechazado,0
185,2025-03-21,Antonio Rios Fernandez,Ventas,Transporte,Est ullam doloremque aliquid odio.,399.2774730974394,No,Rechazado,0
186,2025-02-02,Salvador Benicio Farias,Finanzas,Material de Oficina,Officiis et consequuntur culpa.,412.7588257641758,No,Aprobado,0
187,2025-01-28,Sr(a). Lorenzo Flores,RRHH,Almuerzo,Vitae natus architecto quod labore.,418.89486787127123,Sí,Aprobado,0
188,2024-12-02,Dr(a). Ian Benjamin Pereyra,Marketing,Almuerzo,Similique consectetur ducimus mollitia dicta.,174.83017289222713,Sí,Pendiente,0
189,2024-12-18,Violeta Herrera,Marketing,Otros,Veritatis sapiente dolor mollitia.,448.34414428167804,No,Rechazado,0
190,2024-08-06,Thiago Valentin Sara Ruiz,Finanzas,Material de Oficina,Sint ipsam maxime facilis.,19.958699389688107,Sí,Pendiente,0
191,2024-11-01,Sr(a). Ezequiel Flores,RRHH,Viáticos,Sint repellat magni aliquam.,300.08185210327014,Sí,Aprobado,0
192,2024-09-05,Benjamin Thiago Benjamin Aguirre Mendoza,Marketing,Almuerzo,Fuga dolor sapiente voluptates illo.,234.4563494452169,Sí,Pendiente,0
