ID_Funcionario,Nombre_Funcionario,Cargo,Organismo,Año,Bienes_Inmuebles,Bienes_Muebles,Activos_Financieros,Pasivos,Ingresos,Variacion_Patrimonial_Porcentaje,Es_Sospechoso
5,Zoe Valentina Benitez,Asesor,Perez-Valdez,2022,752935.5481370818,244973.68242282027,164649.7362233363,8145.32804000998,157710.88075524784,-0.0595920104323103,0
5,Zoe Valentina Benitez,Asesor,Perez-Valdez,2023,943030.3356665394,8714.761419107608,32907.029770310655,50880.33601341175,112355.09454350566,0.17386148969578943,0
5,Zoe Valentina Benitez,Asesor,Perez-Valdez,2024,1173938.6182019964,296923.50706134015,127027.45547678696,11594.021817444436,91407.18234738713,0.1153341927743716,0
6,Pedro Santino Aguirre,Ministro,Martinez-Mansilla,2022,482456.89043098746,187612.0747456548,38675.04339738503,47099.6909106437,161032.03676827927,0.0663699067074627,0
6,Pedro Santino Aguirre,Ministro,Martinez-Mansilla,2023,852495.9906343754,343722.4713782336,231927.1799775475,42921.84702352157,70428.70535184676,0.11711870047689418,0
6,Pedro Santino Aguirre,Ministro,Martinez-Mansilla,2024,441593.2819083394,2445.7381623356423,72689.10992900199,206.53318518893292,169057.6410945016,0.192971155701089,0
7,Tiziano Ian Rodriguez,Director,Aguirre PLC,2022,628117.1133747376,362464.41314804385,19773.65135084369,3392.0364984663643,87382.46981166753,0.1070361721371976,0
7,Tiziano Ian Rodriguez,Director,Aguirre PLC,2023,711464.4499997952,64843.04576220112,197256.04405216538,9798.20037402197,107519.17007970257,-0.09707101603589738,0
7,Tiziano Ian Rodriguez,Director,Aguirre PLC,2024,172270.76153966002,93047.64717047225,65452.96956922297,17205.275526882742,48140.10433662607,-0.12648185767304648,0
8,Guillermina Lopez Fernandez,Asesor,Paz-Peralta,2022,42744.04590749099,319993.688408797,231592.64208336032,68119.70333340026,46818.54945359165,0.12342280718426527,0
8,Guillermina Lopez Fernandez,Asesor,Paz-Peralta,2023,290447.47636649205,189468.7750089691,49561.91947078245,40782.545303506384,155018.35187867866,0.09911023547711126,0
8,Guillermina Lopez Fernandez,Asesor,Paz-Peralta,2024,712479.9916466577,114140.7030334376,66097.78850063824,79931.62528295035,91894.46758277103,-0.08930521973215096,0
9,Sr(a). Thiago Agustin Campos,Director,Rojas PLC,2022,730332.1048911787,358569.70931872196,185741.48110589388,79693.16554581973,163862.88660922652,-0.148756520064464,0
9,Sr(a). Thiago Agustin Campos,Director,Rojas PLC,2023,733982.3713510877,335756.73862110765,185442.2203729883,51879.92181480712,107410.89441043942,-0.13240575949968772,0
9,Sr(a). Thiago Agustin Campos,Director,Rojas PLC,2024,603384.7238614531,50835.92168297053,223725.1381916585,11525.258560035221,169502.14696771454,-0.11377304830403315,0
10,Lautaro Lautaro Lucero,Ministro,Silva Inc,2022,812390.1316336602,47028.10253101264,241956.15732124448,20832.42201316784,169544.21970177323,0.10879553377423237,0
10,Lautaro Lautaro Lucero,Ministro,Silva Inc,2023,846063.1261892519,259102.15920613613,196557.91461576274,33766.449913846984,148120.47562699358,0.14055283960107948,0
10,Lautaro Lautaro Lucero,Ministro,Silva Inc,2024,10742.108562581487,12186.282092743373,148482.7501421125,74224.79405547674,167660.17988336112,-0.07024318790012445,0
11,Emma Lopez,Secretario,Perez-Vargas,2022,413185.95721735945,117159.30378582743,238536.2344748877,43658.65899083141,130669.00380656532,-0.052277624336995995,0
11,Emma Lopez,Secretario,Perez-Vargas,2023,525631.6286860497,194170.61194490542,52582.94511603253,45510.04816047375,98614.59723445929,-0.08988768340232105,0
11,Emma Lopez,Secretario,Perez-Vargas,2024,786667.6785820242,205366.01264280642,15506.961436062727,75068.94108936877,56789.033915275315,-0.0438722101784063,0
12,Sr(a). Martina Perez,Asesor,"Vargas, Lopez and Cruz",2022,17764.80490116059,121602.69401123669,198443.34157913987,62517.19854298672,173421.83598464384,0.1494017486547801,0
12,Sr(a). Martina Perez,Asesor,"Vargas, Lopez and Cruz",2023,800163.8702605504,112022.15458146397,94414.16256105612,73311.2694060764,113147.53674738818,0.09585788502659193,0
12,Sr(a). Martina Perez,Asesor,"Vargas, Lopez and Cruz",2024,604242.4476927852,312647.8238190832,17229.313446581324,27117.94274107941,141772.48611300444,-0.13822082089566337,0
13,Martina Maite Ramos Lopez,Secretario,Rios LLC,2022,417175.6495160641,337864.1467526192,155850.66537133875,50113.90190112397,66230.58342957425,0.1943934679050869,0
13,Martina Maite Ramos Lopez,Secretario,Rios LLC,2023,430594.76236991596,282218.47026658163,17739.166814157048,17916.8131938024,73680.34318467916,-0.07602373845106924,0
13,Martina Maite Ramos Lopez,Secretario,Rios LLC,2024,1091366.8006540772,383405.38178950443,24099.54600250777,77413.40701046301,89048.8654577093,0.17768990059967357,0
14,Dr(a). Joaquin Barrios,Secretario,"Garcia, Rivero and Diaz",2022,419815.3264457858,322504.0272040614,207244.258644382,28767.73124639322,65404.2307754257,-0.09024023366680109,0
14,Dr(a). Joaquin Barrios,Secretario,"Garcia, Rivero and Diaz",2023,911870.454570351,369652.0696171185,134202.7346405483,10744.394613556506,72004.80761136921,0.1586150119311485,0
14,Dr(a). Joaquin Barrios,Secretario,"Garcia, Rivero and Diaz",2024,380142.3896749394,70440.50587330681,10796.535984188782,5953.157475601367,134418.52948023484,0.10382076588316183,0
15,Francesca Ramiro Alvarez,Asesor,Martinez and Sons,2022,347763.1780237333,246766.2945293838,2932.9204824497247,44377.98872759561,95083.6313891438,-0.07823262167149603,0
15,Francesca Ramiro Alvarez,Asesor,Martinez and Sons,2023,634907.6320462285,55491.6823177817,192622.1374525538,48533.988304395796,126405.5041063111,0.12610111327898785,0
15,Francesca Ramiro Alvarez,Asesor,Martinez and Sons,2024,669806.7776988506,350431.009990198,113767.68175009449,16176.079629283926,132892.40060647464,-0.12842049978614528,0
16,Guadalupe Castro,Ministro,Miranda LLC,2022,538871.3983287922,219668.8557342084,13494.861305370281,68243.37615892,72953.26443921102,-0.055113609419020965,0
16,Guadalupe Castro,Ministro,Miranda LLC,2023,802462.9877336136,116714.1202912779,131250.22012839917,28004.372929515204,70504.85050611573,0.12008159049167991,0
16,Guadalupe Castro,Ministro,Miranda LLC,2024,425456.90376216033,261983.35836275652,168316.8945508604,5587.2585184564105,148770.5430925372,-0.11654814759944018,0
17,Abigail Fernandez,Ministro,"Diaz, Olivera and Rodriguez",2022,687120.4450846855,399112.5032764487,67133.02755711618,62270.11898914172,73365.018889649,0.016803579878788444,0
17,Abigail Fernandez,Ministro,"Diaz, Olivera and Rodriguez",2023,563778.8899472066,159563.11701575335,139337.82412534638,73149.09186220393,166672.19181149834,0.12828017597947103,0
17,Abigail Fernandez,Ministro,"Diaz, Olivera and Rodriguez",2024,1114087.0654112133,110528.24332693669,148283.98030763076,20255.28028906317,115154.30382532261,0.01435969258814826,0
18,Benicio Fernandez,Director,Gonzalez-Villalba,2022,244929.31975700246,7085.213617443697,63535.41938095281,23595.97685446273,95267.54738749319,-0.04717491793644016,0
18,Benicio Fernandez,Director,Gonzalez-Villalba,2023,995441.7725432557,287590.4833452767,4108.241179615335,46961.85378692988,135134.32714585811,0.030714173876399548,0
18,Benicio Fernandez,Director,Gonzalez-Villalba,2024,1147266.907541327,261907.49749648428,246573.80505460055,10906.924469753996,105063.85594321624,0.15911716404422324,0
19,Francisca Augusto Perez,Ministro,Ledesma PLC,2022,936599.1625753245,64660.57500122764,156957.26698415083,10946.686056581684,51836.95194634746,0.016757358351287638,0
19,Francisca Augusto Perez,Ministro,Ledesma PLC,2023,80883.65698250843,214067.5037810932,157860.32868102886,23130.7934654342,84014.34606658766,-0.10130429833715712,0
19,Francisca Augusto Perez,Ministro,Ledesma PLC,2024,1125841.508903446,37844.5777030949,206236.82475804753,42520.879424781706,157374.72992416564,0.0035785810026286724,0
20,Sr(a). Valentina Toledo,Secretario,"Silva, Muñoz and Morales",2022,573045.9442739745,330991.92243949964,205583.11458648415,66092.27537803142,49556.251837870965,0.13273019836051345,0
20,Sr(a). Valentina Toledo,Secretario,"Silva, Muñoz and Morales",2023,351070.7072853197,293855.7411799098,25721.673459963095,1324.9440393964119,153013.5112924936,0.10519598319155607,0
20,Sr(a). Valentina Toledo,Secretario,"Silva, Muñoz and Morales",2024,256441.84213337197,390590.7747569768,95230.56822138187,3298.827819191974,67674.00647722665,0.012894213298225848,0
21,Maria Emilia Flores,Secretario,Romero-Molina,2022,821856.4305888944,74454.54056785477,54192.20119478829,60657.51939267689,121019.24530377793,-0.028747734706397174,0
21,Maria Emilia Flores,Secretario,Romero-Molina,2023,606601.4481788498,43928.10706531316,10359.420152236287,4564.227171781124,106294.66379224851,0.1472765141617758,0
21,Maria Emilia Flores,Secretario,Romero-Molina,2024,1077133.969828808,15822.497584162764,78202.04229145571,41681.188050343,73629.14306196864,-0.08637899193433984,0
22,Francesco Valentin Torres,Director,"Correa, Roldan and Moyano",2022,556149.0753811008,115709.97712236654,214801.79189628802,78388.29596845293,86171.68964212568,0.13215642349777149,0
22,Francesco Valentin Torres,Director,"Correa, Roldan and Moyano",2023,5839.817034091865,149981.04896655123,84807.5264779647,16526.617183869545,149353.65677706458,0.15210234626741434,0
22,Francesco Valentin Torres,Director,"Correa, Roldan and Moyano",2024,258810.63943851247,377338.5571895604,95427.56284582513,4727.563424262664,125863.67686263226,-0.14091301630321335,0
23,Juan Bautista Lopez,Asesor,Diaz LLC,2022,197003.89607093576,378149.4578229172,56179.399937907714,38327.82384288309,88835.61599117865,0.02059955045168496,0
23,Juan Bautista Lopez,Asesor,Diaz LLC,2023,324945.41745385586,167146.68588265366,28247.786374656054,44381.48340700662,134154.68763706362,0.005867249218908632,0
23,Juan Bautista Lopez,Asesor,Diaz LLC,2024,1003985.9420618152,281110.51525496563,8453.132514714911,56585.75412459312,89496.7234136626,0.15368006572337403,0
24,Benjamin Valentin Rivero Romero,Director,"Gomez, Lopez and Gonzalez",2022,416550.955545531,277401.8213993338,9482.601324696194,62513.78501749635,110044.54984716896,0.040385542019870435,0
24,Benjamin Valentin Rivero Romero,Director,"Gomez, Lopez and Gonzalez",2023,269559.1230424946,179967.2588371503,172132.16918963502,40893.9877624996,108576.83290077155,0.11438889140029448,0
24,Benjamin Valentin Rivero Romero,Director,"Gomez, Lopez and Gonzalez",2024,11063.597127635472,172595.99999906102,86035.06262455715,16218.50393661063,54159.59888726801,-0.004088146331658521,0
25,Dr(a). Lorenzo Toledo,Secretario,Vega Ltd,2022,213477.7025322126,383294.3288932272,153610.75238264925,13067.649326133673,63974.4994620477,-0.14369171352935017,0
25,Dr(a). Lorenzo Toledo,Secretario,Vega Ltd,2023,356760.3759171295,278129.14453738,239289.51787869533,73195.42838909951,63770.62013621919,0.11832556104187705,0
25,Dr(a). Lorenzo Toledo,Secretario,Vega Ltd,2024,665442.8654979843,394505.314018758,174015.25350264803,28156.54781583322,176950.9738941965,-0.01362062444337564,0
26,Jeremias Milagros Nuñez,Ministro,Diaz PLC,2022,789021.9761572608,148879.2286292871,15977.634721583201,34362.36819560014,158387.5830799843,-0.12630663481689522,0
26,Jeremias Milagros Nuñez,Ministro,Diaz PLC,2023,452796.78306850797,264016.6832571189,183288.16149096802,22068.8171343539,166535.320023613,-0.10849249187634147,0
26,Jeremias Milagros Nuñez,Ministro,Diaz PLC,2024,746043.6617975854,256000.79564223895,239644.07324883185,17769.2272081915,105117.39477534645,-0.038729313684651975,0
27,Santino Santino Gabriel Rodriguez,Secretario,Soto-Soria,2022,13780.906874901255,142649.90392249043,118932.64566129322,11041.788231916891,92750.64602352021,0.14199130779825894,0
27,Santino Santino Gabriel Rodriguez,Secretario,Soto-Soria,2023,1044662.4005030949,351176.71080023795,177918.85016356633,33757.08347500096,125828.40864997041,-0.05301956639523121,0
27,Santino Santino Gabriel Rodriguez,Secretario,Soto-Soria,2024,1098179.414812793,198026.63378284255,144525.52096138563,50437.578456373456,65579.50015659205,0.14123925220691566,0
28,Paloma Benjamin Garcia Villalba,Secretario,"Herrera, Rojas and Pereyra",2022,932212.9136948113,88092.8414044241,242507.9909400732,18582.833623621245,90292.6118253161,-0.13146742538419484,0
28,Paloma Benjamin Garcia Villalba,Secretario,"Herrera, Rojas and Pereyra",2023,1175564.1091469056,148097.95757766176,150781.95804371726,2225.238215984593,59522.641685079885,-0.05881101076243367,0
28,Paloma Benjamin Garcia Villalba,Secretario,"Herrera, Rojas and Pereyra",2024,489858.7212430963,371014.07920527086,5110.540823105553,12771.924165848692,165247.08069412893,-0.06614102688710435,0
29,Milo Chavez Ramos,Director,Rodriguez-Miranda,2022,226244.1055807812,307949.76906619075,213511.50023146535,52141.89368766047,122144.25012290262,0.16743245964037143,0
29,Milo Chavez Ramos,Director,Rodriguez-Miranda,2023,316240.5019162961,97957.76054116576,86212.11593928066,66869.0441412985,93183.09475755857,0.04524013366933538,0
29,Milo Chavez Ramos,Director,Rodriguez-Miranda,2024,241042.4771052474,17165.73598915865,112029.01893919508,3590.5807419667735,156496.1536589002,0.023968620889440517,0
30,Sr(a). Morena Herrera,Secretario,Mendez-Coronel,2022,705427.9230057095,209178.59825895316,212436.35169881047,49792.246439965515,121323.75808914381,0.07853008006767884,0
30,Sr(a). Morena Herrera,Secretario,Mendez-Coronel,2023,198410.0702829246,111979.78337038386,39549.600888161505,45472.261162244926,85540.197198161,0.023561518417070715,0
30,Sr(a). Morena Herrera,Secretario,Mendez-Coronel,2024,704962.8663939125,224695.15417728134,116355.01282139782,41919.398009417826,48223.58739821059,-0.0489816407827557,0
