ID_Funcionario,Nombre_Funcionario,Cargo,Organismo,Año,Bienes_Inmuebles,Bienes_Muebles,Activos_Financieros,Pasivos,Ingresos,Variacion_Patrimonial_Porcentaje,Es_Sospechoso
22,Mateo Velazquez,Ministro,Carrizo-Gimenez,2023,290717.6317926603,278470.6674318191,109330.57738795195,20059.07339215959,136643.55111517693,-0.12180367197948003,0
22,Mateo Velazquez,Ministro,Carrizo-Gimenez,2024,599183.8855797523,33256.68735876674,114706.50764043236,48598.561491277,156971.16616401897,0.007669183003773589,0
23,Julieta Cordoba,Secretario,"Maldonado, Arias and Medina",2022,827111.0150741596,217464.9700222608,113711.69593757694,57777.44046524083,75153.50727247007,0.14347585751212302,0
23,Julieta Cordoba,Secretario,"Maldonado, Arias and Medina",2023,900402.6818958571,143287.9634981124,89629.95427238313,68277.84372414846,145978.8486098475,0.1290544385911673,0
23,Julieta Cordoba,Secretario,"Maldonado, Arias and Medina",2024,460166.7444741514,157060.00896761974,182830.7335705433,14982.02212889538,142830.38981296748,0.14346752108768798,0
24,Emma Dominguez Fernandez,Asesor,"Romero, Vera and Cruz",2022,862922.6169515839,288200.6804785025,230431.84908720685,24677.408090263543,92665.38906702521,0.05575090151134174,0
24,Emma Dominguez Fernandez,Asesor,"Romero, Vera and Cruz",2023,871210.8311118855,243292.7697223386,200467.56326373847,29053.70625182825,167127.9732584604,0.025941316593503766,0
24,Emma Dominguez Fernandez,Asesor,"Romero, Vera and Cruz",2024,896079.1566477083,147161.73747593077,46591.45345709087,60376.72644944532,48936.250365953034,0.15264859501183234,0
25,Luciano Rodriguez Sanchez,Ministro,"Luna, Muñoz and Moyano",2022,554233.3048204832,283338.4456271321,248460.191409435,44719.57381702555,66382.89321522595,0.054844671852999294,0
25,Luciano Rodriguez Sanchez,Ministro,"Luna, Muñoz and Moyano",2023,609747.0945806828,236178.30549865277,178725.49386969043,49175.894660063175,104046.97248581324,0.15929874431430588,0
25,Luciano Rodriguez Sanchez,Ministro,"Luna, Muñoz and Moyano",2024,1026056.043684919,316338.724735467,137744.08787349917,35661.85246813721,67847.72182397236,0.15788869107325368,0
26,Sr(a). Olivia Aguirre,Asesor,Ayala-Torres,2022,403869.4482510834,107238.67701596976,34524.57537798123,47224.4783764878,143593.6649096844,0.17526819724755724,0
26,Sr(a). Olivia Aguirre,Asesor,Ayala-Torres,2023,830214.0658306797,73145.28232127553,247489.30903111867,74634.22749676065,53643.14437306395,-0.043941965054857285,0
26,Sr(a). Olivia Aguirre,Asesor,Ayala-Torres,2024,206966.03042946217,121054.70030603143,73942.0724243181,58663.26813501686,72210.62257399352,0.16369389716472524,0
27,Sofia Moyano,Secretario,"Alvarez, Castro and Alvarez",2022,684133.1923377243,342504.22898729396,246337.218662479,69038.66415291488,172692.24975949858,0.16237047515730998,0
27,Sofia Moyano,Secretario,"Alvarez, Castro and Alvarez",2023,944759.059229157,99100.35097033707,86821.52982938469,53242.28400806103,139758.66214167405,0.023681263826010046,0
27,Sofia Moyano,Secretario,"Alvarez, Castro and Alvarez",2024,808062.8441955557,342993.2427661211,122374.32890554298,60576.795022585175,158674.94886177412,0.06506170484916493,0
28,Sr(a). Antonia Aguirre,Director,"Gonzalez, Gomez and Ruiz",2022,862314.0029377615,78509.18703943593,18647.2229920861,50519.07608500755,101859.09482160886,-0.10275751062631727,0
28,Sr(a). Antonia Aguirre,Director,"Gonzalez, Gomez and Ruiz",2023,887059.7612936993,173426.71125700243,134329.32259287592,4075.8338661947846,171720.76851420343,0.17573242612172527,0
28,Sr(a). Antonia Aguirre,Director,"Gonzalez, Gomez and Ruiz",2024,710271.1706324554,315569.7499653412,199952.73394147088,385.07888564800476,67051.81006735747,0.09571778504504924,0
29,Martina Valentina Mendez Lucero,Ministro,"Olivera, Farias and Pereyra",2022,473945.5075806517,374807.55858829425,230107.5446889527,73072.98031265488,81560.10009318253,-0.03139750513443025,0
29,Martina Valentina Mendez Lucero,Ministro,"Olivera, Farias and Pereyra",2023,1852809.366551643,217999.87872711176,98417.99347303981,29925.379432269325,119913.70369581289,0.07308367273282992,0
29,Martina Valentina Mendez Lucero,Ministro,"Olivera, Farias and Pereyra",2024,544150.978143446,376522.0279971927,11153.493588705765,23561.485801216335,60723.7191701793,-0.03708175810708457,0
30,Sofia Belen Barrios,Ministro,Barrios Ltd,2022,180020.863319702,287864.8028185035,215438.07788901153,62524.11752468975,169252.20638440672,0.007258477948720143,0
30,Sofia Belen Barrios,Ministro,Barrios Ltd,2023,160493.22499252541,370656.71289714484,70542.78436526273,39378.60052821885,180723.25327060593,0.49376093617477945,0
30,Sofia Belen Barrios,Ministro,Barrios Ltd,2024,158748.20459600963,367754.02388199075,89319.78079499798,5019.448981985457,168081.8457158823,-0.13421933428547314,0
31,Juan Francisco Guadalupe Alvarez,Ministro,"Silva, Guzman and Vera",2022,907874.9303422766,80320.79921939559,120833.07114473976,11411.032989037321,108472.14165316694,0.1276032244915177,0
31,Juan Francisco Guadalupe Alvarez,Ministro,"Silva, Guzman and Vera",2023,153121.05992152315,14744.93644741517,24826.870071550682,26438.96267174725,93339.77538917054,-0.1404670751818073,0
31,Juan Francisco Guadalupe Alvarez,Ministro,"Silva, Guzman and Vera",2024,544227.7249990915,50646.2115460049,195405.43860153406,21313.694053282008,90771.97269405083,0.1329322479512958,0
32,Dr(a). Isabella Ramirez,Director,Farias-Garcia,2022,119635.2335750393,264185.2025577773,229200.7342163237,37249.24966433856,69205.42259295363,0.05912514659173043,0
32,Dr(a). Isabella Ramirez,Director,Farias-Garcia,2023,505899.9994601234,170351.47050754915,99902.99042453349,20795.900408003723,91179.31757009422,-0.11731150704143437,0
32,Dr(a). Isabella Ramirez,Director,Farias-Garcia,2024,754371.760131995,47939.90472449248,67795.05425829293,71017.46574625453,140576.3753600238,0.0037438605371599987,0
33,Alma Mia Tomàs Perez Gomez,Director,Rivero-Sosa,2022,398722.82392546884,30440.310083473898,147273.75524441476,27192.046040676258,166748.419779808,-0.06433473756321041,0
33,Alma Mia Tomàs Perez Gomez,Director,Rivero-Sosa,2023,831904.0647084122,168084.52579606042,13443.528757285245,52021.29281941144,99374.92547906113,-0.047799443753109086,0
33,Alma Mia Tomàs Perez Gomez,Director,Rivero-Sosa,2024,471758.3647057152,47385.83165760368,181895.019103116,5647.283071482345,134480.50929204578,0.02813298123804231,0
34,Dr(a). Sofia Aguirre,Asesor,Vargas Ltd,2022,644145.8252277753,341860.7005913605,13237.469724288576,14677.754492681795,98001.74242155427,0.1260483479620095,0
34,Dr(a). Sofia Aguirre,Asesor,Vargas Ltd,2023,2443054.63937556,102789.92242778062,113896.94748615887,74953.35665386153,110455.06902840453,-0.023018734123671808,0
34,Dr(a). Sofia Aguirre,Asesor,Vargas Ltd,2024,906388.7497433654,41917.761815004975,106380.47051595009,6968.7228246312125,113105.00315180326,-0.02474254631606057,0
35,Thiago Gabriel Juan Ignacio Sanchez,Secretario,"Molina, Mendoza and Diaz",2022,165298.00907149786,327743.60237540054,125519.21309128894,26243.867152547537,160915.19077990804,0.011419481202130405,0
35,Thiago Gabriel Juan Ignacio Sanchez,Secretario,"Molina, Mendoza and Diaz",2023,294368.8598132045,263168.15752094606,132757.71444365516,51742.502981632904,114202.78766142794,0.05805392209709623,0
35,Thiago Gabriel Juan Ignacio Sanchez,Secretario,"Molina, Mendoza and Diaz",2024,391467.7432557043,101719.07614697378,31248.221532434978,71092.14984604514,101538.5410658526,0.0551789250066371,0
36,Sofia Sofia Peralta,Ministro,Gonzalez Inc,2022,491670.5025909391,214746.63497868623,64593.9825284475,48658.214781652445,91502.83134895662,0.041948981652268486,0
36,Sofia Sofia Peralta,Ministro,Gonzalez Inc,2023,55922.65712248614,121803.74261618993,90063.78656895658,18434.97574623881,56081.66280765286,0.08851058561212838,0
36,Sofia Sofia Peralta,Ministro,Gonzalez Inc,2024,607792.8463684405,392093.79629117396,243618.01313385906,27138.822774785876,135385.3279025344,-0.11076195626443205,0
37,Mateo Valentino Moyano,Asesor,Gomez-Benitez,2022,232103.71497539678,45731.722427403685,52950.72920219526,976.4913153994836,48720.04728507301,-0.004394462679914696,0
37,Mateo Valentino Moyano,Asesor,Gomez-Benitez,2023,1367535.6059640765,67463.14515692383,84433.64305003342,18301.192609372138,179357.27776219026,0.1186678435669106,0
37,Mateo Valentino Moyano,Asesor,Gomez-Benitez,2024,606810.3960868804,177046.44318151157,221036.19170311815,51932.36751549446,117235.60885309512,0.0075112292088751476,0
38,Renata Enzo Bravo,Ministro,"Gonzalez, Moyano and Gomez",2022,154294.37665361445,173066.61188703202,47572.972324599476,77862.85288705568,77476.48231171926,0.0536267154904429,0
38,Renata Enzo Bravo,Ministro,"Gonzalez, Moyano and Gomez",2023,906453.3892211183,287578.1351218102,51511.87991062722,70978.81484746664,85923.22060040035,-0.04676372916765899,0
38,Renata Enzo Bravo,Ministro,"Gonzalez, Moyano and Gomez",2024,890100.5577854228,12084.000150183583,56041.21773599552,209.1096000071513,48914.64290548891,-0.10810765547167554,0
39,Julieta Malena Juarez Rivero,Ministro,Lopez Group,2022,576615.1618323225,48941.09319784619,58676.46090628773,48171.83517631106,87783.56228805728,0.16550854562097925,0
39,Julieta Malena Juarez Rivero,Ministro,Lopez Group,2023,1012146.1134670135,170068.3439321853,2144.4202475101038,41807.83342540736,73779.95036060768,-0.07429575582556379,0
39,Julieta Malena Juarez Rivero,Ministro,Lopez Group,2024,1116117.532376944,341038.3592384959,25700.342263610924,10271.802846195656,91201.83483772425,-0.002671150198836736,0
40,Julia Chavez Barrios,Director,Maldonado-Ojeda,2022,21071.603290504103,337782.9825159795,67069.44301402032,64097.93033423974,163666.29656631476,0.04352095817061541,0
40,Julia Chavez Barrios,Director,Maldonado-Ojeda,2023,662612.7861605425,276692.976857021,110459.08895993794,62918.72403759637,52707.1800255255,-0.1026507963174552,0
40,Julia Chavez Barrios,Director,Maldonado-Ojeda,2024,500529.95664589765,171156.8162721759,225748.04250845715,23631.54089897896,161107.36640450376,-0.141343081164306,0
41,Pilar Rodriguez Quiroga,Asesor,"Ramirez, Dominguez and Medina",2022,902659.296511627,247157.71565101313,117258.74949409462,74431.17531453804,114189.05659695418,-0.031609019740126684,0
41,Pilar Rodriguez Quiroga,Asesor,"Ramirez, Dominguez and Medina",2023,475720.61054440273,305940.26269858296,181207.53285731951,24201.845269683632,94873.31261416494,0.09796844088939607,0
41,Pilar Rodriguez Quiroga,Asesor,"Ramirez, Dominguez and Medina",2024,808604.9749694027,148905.027509841,186669.2678811765,71092.37428257744,167986.6674239969,0.15814909370537142,0
42,Enzo Juan Martin Valdez,Ministro,"Ramirez, Luna and Carrizo",2022,919695.1023797377,356464.098263072,139687.96221796493,13535.540439986189,133108.10170656093,-0.04349500092151519,0
42,Enzo Juan Martin Valdez,Ministro,"Ramirez, Luna and Carrizo",2023,497381.32343091245,186932.0113355482,46087.04468059554,47968.79200087998,62953.045044447164,0.19674687967420199,0
42,Enzo Juan Martin Valdez,Ministro,"Ramirez, Luna and Carrizo",2024,170940.1362346952,2668.421792481368,229095.57948753895,41538.261708430255,103836.99577195311,-0.07883896712462873,0
43,Emma Abril Romero,Ministro,"Hernandez, Vera and Martinez",2022,214437.77120337484,123858.65630775358,47280.330451150374,57234.73051894133,47408.52239387211,-0.09402757994848554,0
43,Emma Abril Romero,Ministro,"Hernandez, Vera and Martinez",2023,861825.2926097492,318338.04598986794,100074.36164279474,1691.3444929838927,126922.57266390408,0.18511756090103956,0
43,Emma Abril Romero,Ministro,"Hernandez, Vera and Martinez",2024,413909.5977731025,119222.69465801145,204680.05549603753,62325.341615230944,81824.01507403537,-0.14020041219325519,0
44,Catalina Ortiz Sosa,Ministro,Roldan Ltd,2022,1068572.5489142651,203637.47465781536,185297.93543498492,51179.52116029912,78493.72004212184,-0.011326791508628115,0
44,Catalina Ortiz Sosa,Ministro,Roldan Ltd,2023,46395.11120915034,6537.85194324632,154255.7657652107,41302.07749230019,153172.54106739443,-0.07749026287718763,0
44,Catalina Ortiz Sosa,Ministro,Roldan Ltd,2024,1062498.2002897197,354226.22342809086,88074.85965004915,19624.88935132738,76047.19696146957,-0.010081859003569088,0
45,Thiago Nicolas Benjamin Ezequiel Suarez Diaz,Ministro,Maldonado-Ruiz,2022,855918.9148503956,102367.06081689637,226020.10127826864,42925.853303820826,87026.26119784763,0.11674676951239413,0
45,Thiago Nicolas Benjamin Ezequiel Suarez Diaz,Ministro,Maldonado-Ruiz,2023,910678.6893995224,387922.64016560314,131701.75491541045,25191.568161560073,149251.9413166363,-0.13844988648561313,0
45,Thiago Nicolas Benjamin Ezequiel Suarez Diaz,Ministro,Maldonado-Ruiz,2024,123249.76490644533,77368.67902102684,13875.125457393611,36031.20140005631,106166.20028657676,0.1814870398372043,0
46,Pedro Simon Lopez,Asesor,Godoy and Sons,2022,164514.05746617352,83930.73821851704,178836.72718906033,40562.53666140241,55906.035308471044,0.13662391223098938,0
46,Pedro Simon Lopez,Asesor,Godoy and Sons,2023,378055.7992039897,60622.02541093664,69072.80467958238,24491.45312512183,141130.78732605284,-0.06796394636391148,0
46,Pedro Simon Lopez,Asesor,Godoy and Sons,2024,1122357.3967180408,24005.728362634614,206920.51803621114,49566.86216258434,121045.6086684749,-0.09784425604672439,0
47,Valentina Valdez,Secretario,"Diaz, Lopez and Fernandez",2022,88908.18423698805,135332.8289302449,53433.807685830696,63885.339597225175,73459.77223062662,-0.10709504238084835,0
47,Valentina Valdez,Secretario,"Diaz, Lopez and Fernandez",2023,727555.5542367217,156467.78789306173,115297.5431976869,488.11609209201913,213710.83082370023,0.3259673281357254,0
47,Valentina Valdez,Secretario,"Diaz, Lopez and Fernandez",2024,158651.72122262127,178844.81114867804,27230.85275987541,17834.758569362384,99182.08341298022,-0.12878554535129252,0
48,Rosario Lautaro Dominguez Perez,Ministro,Fernandez and Sons,2022,1096006.006236505,77685.533575274,214277.30581640705,42805.90754998527,87881.24498185633,-0.1096571830830604,0
48,Rosario Lautaro Dominguez Perez,Ministro,Fernandez and Sons,2023,61302.849803350946,112819.81348076444,214517.91263043415,18985.329485810835,47310.32823878086,0.08422847851440438,0
48,Rosario Lautaro Dominguez Perez,Ministro,Fernandez and Sons,2024,533324.6753846268,15878.74019255988,162701.36889349835,9661.494585724738,66512.16478601421,-0.019115337621246176,0
49,Malena Gonzalez Campos,Asesor,"Roldan, Gutierrez and Gomez",2022,350565.1864444875,352358.0254878003,164684.14852200818,49886.67173923031,174343.21381492377,0.15176635070305308,0
49,Malena Gonzalez Campos,Asesor,"Roldan, Gutierrez and Gomez",2023,802240.1127548774,102083.50861636965,134955.22635486347,15337.19944480545,92334.74739840376,0.18988090873436395,0
49,Malena Gonzalez Campos,Asesor,"Roldan, Gutierrez and Gomez",2024,719405.1471685475,193424.5799678561,16163.817627138338,70332.36598921959,138780.4211863676,-0.01533967167388725,0
50,Santino Tomàs Quiroga,Ministro,Martinez-Fernandez,2022,1167808.6103997065,258274.49065355986,121811.32140443985,14169.110053070577,73888.21545184575,-0.13716895547772284,0
50,Santino Tomàs Quiroga,Ministro,Martinez-Fernandez,2023,899154.8273411293,296086.41776146577,160121.6519836024,54135.01835546729,108881.81469902811,-0.009822489553238806,0
50,Santino Tomàs Quiroga,Ministro,Martinez-Fernandez,2024,891586.4158549216,109149.61155416809,173501.5712975588,56104.85318279485,72063.63905890149,0.14360417891659102,0
51,Felicitas Gutierrez Perez,Ministro,Ferreyra-Benitez,2022,191641.91207100308,113723.43218034974,241176.91845419118,66844.06364269112,148786.7713505145,-0.07024228796790564,0
51,Felicitas Gutierrez Perez,Ministro,Ferreyra-Benitez,2023,399982.71504469495,110942.58943689712,191582.22252407373,57549.11637234316,113341.52248378487,0.1614934929551506,0
51,Felicitas Gutierrez Perez,Ministro,Ferreyra-Benitez,2024,581024.6252664219,370950.2075466757,103121.60977408272,69619.55939949474,159954.976749137,0.08483570613610752,0
52,Gino Godoy,Director,Martinez-Gonzalez,2022,873508.3345492934,308147.1738077333,155859.40531950135,29759.449281359637,126422.23351743673,-0.07187807825820117,0
52,Gino Godoy,Director,Martinez-Gonzalez,2023,181547.34587946683,259706.86523475513,203387.15468861855,67044.13175036169,118243.29114086066,-0.14716354818886834,0
52,Gino Godoy,Director,Martinez-Gonzalez,2024,567104.1154331323,84223.05666712791,104082.42785033566,67530.97487740115,157695.83096293473,0.012875652197300136,0
