ID_Funcionario,Nombre_Funcionario,Cargo,Organismo,Año,Bienes_Inmuebles,Bienes_Muebles,Activos_Financieros,Pasivos,Ingresos,Variacion_Patrimonial_Porcentaje,Es_Sospechoso
9,Juan Pablo Martina Soto Farias,Director,"Diaz, Gonzalez and Campos",2022,1038721.7090665232,345120.0264619834,152355.09541180363,79282.23694669071,125835.36424378197,0.058996098601103386,0
9,Juan Pablo Martina Soto Farias,Director,"Diaz, Gonzalez and Campos",2023,193303.13400657682,224202.85333131402,111834.69365749176,35421.269324961686,130889.91129246524,-0.11988494521320998,0
10,Thiago Benjamin Guzman Ramirez,Director,"Lopez, Martinez and Gonzalez",2022,128913.08614145052,305685.5378021103,227099.03581540525,6549.749202567572,146330.8394075734,0.15232503416962104,0
10,Thiago Benjamin Guzman Ramirez,Director,"Lopez, Martinez and Gonzalez",2023,792986.7136828374,297660.44993221865,147128.2991741052,37336.34390688255,176043.3771329862,0.042090408263226825,0
11,Bautista Benjamin Helena Blanco,Director,Rojas LLC,2022,472631.86462574644,258281.34404973855,13706.132769708085,68762.04828221344,52975.14091844255,0.1396908722824358,0
11,Bautista Benjamin Helena Blanco,Director,Rojas LLC,2023,919542.756723579,70527.87738207536,242481.49069165453,3360.4036073914845,167685.01156133786,0.0011043266478425462,0
12,Juana Gomez,Secretario,Ortiz-Navarro,2022,532519.0221914162,71654.27537482651,167035.09706685386,58137.4192850729,67985.84899193843,-0.04778714360246902,0
12,Juana Gomez,Secretario,Ortiz-Navarro,2023,312636.17230369005,260847.00683020515,37190.74340145651,1472.0613956514494,64283.14214986221,-0.052534094043988094,0
13,Micaela Santiago Molina Gonzalez,Secretario,Perez Group,2022,1032793.2647005023,396986.71519856557,177322.83814773854,36996.82463898993,113318.18287966422,-0.12996751223057826,0
13,Micaela Santiago Molina Gonzalez,Secretario,Perez Group,2023,937214.2056636398,34059.4695531085,148812.06362395434,64115.26612523519,146656.16149005195,0.002423855529860186,0
14,Sr(a). Florencia Lopez,Secretario,Gonzalez and Sons,2022,635624.6429991993,263137.60633098043,150164.1632437192,39550.3439007002,153133.74846059605,0.17071449865647761,0
14,Sr(a). Florencia Lopez,Secretario,Gonzalez and Sons,2023,935388.9178244639,262261.23307898286,35648.76456163085,50850.708674982285,77215.62559041417,0.055878218662378215,0
15,Lautaro Nicolas Maximo Mendez Gonzalez,Ministro,Gonzalez PLC,2022,232320.22879225927,255020.32116280016,130588.075889282,54126.53217773194,127273.99471266675,-0.09804906469819707,0
15,Lautaro Nicolas Maximo Mendez Gonzalez,Ministro,Gonzalez PLC,2023,404241.143716032,163212.43762290335,39047.385514715235,24874.934321075743,76786.02285758498,0.13321371399678897,0
16,Catalina Ponce,Secretario,Martinez-Diaz,2022,734454.799043599,233667.3877569701,71241.07149481593,39107.33539457821,61765.99201228791,-0.07523794069904982,0
16,Catalina Ponce,Secretario,Martinez-Diaz,2023,821533.691670937,29890.089388141972,193374.66704093208,47251.54069858669,93728.19443485938,-0.04817382317473978,0
17,Lucía Herrera Herrera,Secretario,Cordoba-Fernandez,2022,151137.75408633283,215312.8680344573,201181.8038365726,19944.705112747735,96011.17731744947,-0.0850196218436956,0
17,Lucía Herrera Herrera,Secretario,Cordoba-Fernandez,2023,254858.02802624815,212378.66851703485,212989.3132165804,69629.68797528224,75190.44734250315,0.0703231030615088,0
18,Valentina Gonzalez Gomez,Secretario,"Figueroa, Martinez and Perez",2022,1014873.181575653,87374.71274488638,154648.97037898246,6640.800250905761,131395.85849340993,-0.1006513147238579,0
18,Valentina Gonzalez Gomez,Secretario,"Figueroa, Martinez and Perez",2023,1057255.146410053,376832.4468607306,5292.613642989247,75733.76821080862,123427.55978007255,-0.0059920255634908215,0
19,Felipe Ludmila Rivero Vega,Secretario,"Paez, Ramos and Diaz",2022,404867.3526613715,205209.23479598324,232389.31682865266,8903.759701144072,55598.23686239445,0.06656811194126055,0
19,Felipe Ludmila Rivero Vega,Secretario,"Paez, Ramos and Diaz",2023,533809.0150056065,94123.77684330364,75253.2546557953,8153.868872081951,120330.98954189487,0.16313301693199508,0
20,Oriana Josefina Diaz,Secretario,Moreno-Gimenez,2022,602409.1139984095,176826.86035331053,64342.12600437056,21791.737194877962,140807.28318516197,-0.04682056661789673,0
20,Oriana Josefina Diaz,Secretario,Moreno-Gimenez,2023,9405.387593427284,36431.247935380154,45103.76292207588,1729.81545975885,121776.13178043283,-0.12053280356219793,0
